code,probability,prob_human_validation,final_ground_truth
"first_banner_left,first_banner_top,first_banner_right,first_banner_bottom,second_banner_left,second_banner_top,second_banner_right,second_banner_bottom",0.0,,
"layerForegroundRed,layerForegroundGreen,layerForegroundBlue,layerBackgroundRed,layerBackgroundGreen,layerBackgroundBlue",0.0,,
"table_width,table_height",0.0,,
"texture_left,texture_top,texture_right,texture_bottom,texture_padding_x,texture_padding_y,texture_rotation",0.0,,
"firstViewportLeft,firstViewportTop,firstViewportRight,firstViewportBottom,secondViewportLeft,secondViewportTop,secondViewportRight,secondViewportBottom",0.0,,
"mean,standard_deviation,lower_bound,upper_bound,confidence_level",0.0,,
"screen_left,screen_top,screen_right,screen_bottom,screen_padding_x,screen_padding_y,screen_rotation",0.0,,
"source_packet,destination_packet",0.0,,
"frameYear,frameMonth,frameDay",0.0,,
"firstCameraLeft,firstCameraTop,firstCameraRight,firstCameraBottom,secondCameraLeft,secondCameraTop,secondCameraRight,secondCameraBottom",0.0,,
"screen_min_x,screen_max_x,screen_min_y,screen_max_y,screen_step",0.0,,
"first_photo_left,first_photo_top,first_photo_right,first_photo_bottom,second_photo_left,second_photo_top,second_photo_right,second_photo_bottom",0.0,,
"viewportRed,viewportGreen,viewportBlue,viewportAlpha",0.0,,
"panel_left,panel_top,panel_right,panel_bottom,panel_padding_x,panel_padding_y,panel_rotation",0.0,,
"screenLeft,screenTop,screenRight,screenBottom",0.0,,
"gridLeft,gridTop,gridRight,gridBottom",0.0,,
"photoLeft,photoTop,photoRight,photoBottom,photoPaddingX,photoPaddingY,photoRotation",0.0,,
"spriteYear,spriteMonth,spriteDay,spriteHour,spriteMinute,spriteSecond,spriteTimezone",0.0,,
"firstClipLeft,firstClipTop,firstClipRight,firstClipBottom,secondClipLeft,secondClipTop,secondClipRight,secondClipBottom",0.0,,
"panelLeft,panelTop,panelRight,panelBottom,panelPaddingX,panelPaddingY,panelRotation",0.0,,
"badgeRed,badgeGreen,badgeBlue",0.0,,
"screenYear,screenMonth,screenDay,screenHour,screenMinute,screenSecond,screenTimezone",0.0,,
"textureYear,textureMonth,textureDay,textureHour,textureMinute,textureSecond,textureTimezone",0.0,,
"stamp_red,stamp_green,stamp_blue,stamp_alpha",0.0,,
"first_panel_left,first_panel_top,first_panel_right,first_panel_bottom,second_panel_left,second_panel_top,second_panel_right,second_panel_bottom",0.0,,
"sprite_left,sprite_top,sprite_right,sprite_bottom",0.0,,
"first_chart_left,first_chart_top,first_chart_right,first_chart_bottom,second_chart_left,second_chart_top,second_chart_right,second_chart_bottom",0.0,,
"map_source_x,map_source_y,map_source_z,map_target_x,map_target_y,map_target_z",0.0,,
"firstDialogLeft,firstDialogTop,firstDialogRight,firstDialogBottom,secondDialogLeft,secondDialogTop,secondDialogRight,secondDialogBottom",0.0,,
"cover_left,cover_top,cover_right,cover_bottom",0.0,,
"avatarStartYear,avatarStartMonth,avatarStartDay,avatarEndYear,avatarEndMonth,avatarEndDay",0.0,,
"formLeft,formTop,formRight,formBottom,formPaddingX,formPaddingY,formRotation",0.0,,
"document_year,document_month,document_day,document_hour,document_minute,document_second,document_timezone",0.0,,
"panelLeft,panelTop,panelRight,panelBottom",0.0,,
"banner_source_x,banner_source_y,banner_source_z,banner_target_x,banner_target_y,banner_target_z",0.0,,
"lowerMargin,upperMargin",0.0,,
"sourceStream,destinationStream",0.0,,
"plot_source_x,plot_source_y,plot_source_z,plot_target_x,plot_target_y,plot_target_z",0.0,,
"bannerLeft,bannerTop,bannerRight,bannerBottom,bannerPaddingX,bannerPaddingY,bannerRotation",0.0,,
"source_record,destination_record",0.0,,
"mapRed,mapGreen,mapBlue",0.0,,
"plotYear,plotMonth,plotDay",0.0,,
"barcode_start_year,barcode_start_month,barcode_start_day,barcode_end_year,barcode_end_month,barcode_end_day",0.0,,
"layer_year,layer_month,layer_day,layer_hour,layer_minute,layer_second,layer_timezone",0.0,,
"photo_source_x,photo_source_y,photo_source_z,photo_target_x,photo_target_y,photo_target_z",0.0,,
"window_left,window_top,window_right,window_bottom,window_padding_x,window_padding_y,window_rotation",0.0,,
"layout_min_x,layout_max_x,layout_min_y,layout_max_y,layout_step",0.0,,
"photoYear,photoMonth,photoDay,photoHour,photoMinute,photoSecond,photoTimezone",0.0,,
"map_red,map_green,map_blue",0.0,,
"cameraMinX,cameraMaxX,cameraMinY,cameraMaxY,cameraStep",0.0,,
"coverMinX,coverMaxX,coverMinY,coverMaxY,coverStep",0.0,,
"canvasMinX,canvasMaxX,canvasMinY,canvasMaxY,canvasStep",0.0,,
"coverWidth,coverHeight",0.0,,
"first_graph_left,first_graph_top,first_graph_right,first_graph_bottom,second_graph_left,second_graph_top,second_graph_right,second_graph_bottom",0.0,,
"layout_red,layout_green,layout_blue",0.0,,
"window_min_x,window_max_x,window_min_y,window_max_y,window_step",0.0,,
"texture_latitude,texture_longitude",0.0,,
"left_image,right_image",0.0,,
"table_min_x,table_max_x,table_min_y,table_max_y,table_step",0.0,,
"firstLayerLeft,firstLayerTop,firstLayerRight,firstLayerBottom,secondLayerLeft,secondLayerTop,secondLayerRight,secondLayerBottom",0.0,,
"card_start_year,card_start_month,card_start_day,card_end_year,card_end_month,card_end_day",0.0,,
"badge_start_year,badge_start_month,badge_start_day,badge_end_year,badge_end_month,badge_end_day",0.0,,
"frame_left,frame_top,frame_right,frame_bottom,frame_padding_x,frame_padding_y,frame_rotation",0.0,,
"graphLeft,graphTop,graphRight,graphBottom",0.0,,
"videoLeft,videoTop,videoRight,videoBottom,videoPaddingX,videoPaddingY,videoRotation",0.0,,
"image_year,image_month,image_day,image_hour,image_minute,image_second,image_timezone",0.0,,
"cover_red,cover_green,cover_blue,cover_alpha",0.0,,
"imageStartYear,imageStartMonth,imageStartDay,imageEndYear,imageEndMonth,imageEndDay",0.0,,
"texture_year,texture_month,texture_day,texture_hour,texture_minute,texture_second,texture_timezone",0.0,,
"barcode_width,barcode_height",0.0,,
"region_min_x,region_max_x,region_min_y,region_max_y,region_step",0.0,,
"dialog_start_year,dialog_start_month,dialog_start_day,dialog_end_year,dialog_end_month,dialog_end_day",0.0,,
"cameraYear,cameraMonth,cameraDay,cameraHour,cameraMinute,cameraSecond,cameraTimezone",0.0,,
"dialogMinX,dialogMaxX,dialogMinY,dialogMaxY,dialogStep",0.0,,
"grid_red,grid_green,grid_blue",0.0,,
"gridMinX,gridMaxX,gridMinY,gridMaxY,gridStep",0.0,,
"slide_year,slide_month,slide_day,slide_hour,slide_minute,slide_second,slide_timezone",0.0,,
"first_grid_left,first_grid_top,first_grid_right,first_grid_bottom,second_grid_left,second_grid_top,second_grid_right,second_grid_bottom",0.0,,
"layer_start_year,layer_start_month,layer_start_day,layer_end_year,layer_end_month,layer_end_day",0.0,,
"tileSourceX,tileSourceY,tileSourceZ,tileTargetX,tileTargetY,tileTargetZ",0.0,,
"stamp_width,stamp_height",0.0,,
"dialog_min_x,dialog_max_x,dialog_min_y,dialog_max_y,dialog_step",0.0,,
"first_dialog_left,first_dialog_top,first_dialog_right,first_dialog_bottom,second_dialog_left,second_dialog_top,second_dialog_right,second_dialog_bottom",0.0,,
"grid_foreground_red,grid_foreground_green,grid_foreground_blue,grid_background_red,grid_background_green,grid_background_blue",0.0,,
"graph_min_x,graph_max_x,graph_min_y,graph_max_y,graph_step",0.0,,
"first_card_left,first_card_top,first_card_right,first_card_bottom,second_card_left,second_card_top,second_card_right,second_card_bottom",0.0,,
"reportForegroundRed,reportForegroundGreen,reportForegroundBlue,reportBackgroundRed,reportBackgroundGreen,reportBackgroundBlue",0.0,,
"first_sprite_left,first_sprite_top,first_sprite_right,first_sprite_bottom,second_sprite_left,second_sprite_top,second_sprite_right,second_sprite_bottom",0.0,,
"sourceTable,destinationTable",0.0,,
"texture_min_x,texture_max_x,texture_min_y,texture_max_y,texture_step",0.0,,
"document_latitude,document_longitude",0.0,,
"photoMinX,photoMaxX,photoMinY,photoMaxY,photoStep",0.0,,
"page_left,page_top,page_right,page_bottom",0.0,,
"buffer_min_x,buffer_max_x,buffer_min_y,buffer_max_y,buffer_step",0.0,,
"panel_min_x,panel_max_x,panel_min_y,panel_max_y,panel_step",0.0,,
"layout_left,layout_top,layout_right,layout_bottom",0.0,,
"camera_min_x,camera_max_x,camera_min_y,camera_max_y,camera_step",0.0,,
"avatar_source_x,avatar_source_y,avatar_source_z,avatar_target_x,avatar_target_y,avatar_target_z",0.0,,
"viewportLeft,viewportTop,viewportRight,viewportBottom,viewportPaddingX,viewportPaddingY,viewportRotation",0.0,,
"dialogYear,dialogMonth,dialogDay,dialogHour,dialogMinute,dialogSecond,dialogTimezone",0.0,,
"firstVideoLeft,firstVideoTop,firstVideoRight,firstVideoBottom,secondVideoLeft,secondVideoTop,secondVideoRight,secondVideoBottom",0.0,,
"table_start_year,table_start_month,table_start_day,table_end_year,table_end_month,table_end_day",0.0,,
"report_min_x,report_max_x,report_min_y,report_max_y,report_step",0.0,,
"screenSourceX,screenSourceY,screenSourceZ,screenTargetX,screenTargetY,screenTargetZ",0.0,,
"first_camera_left,first_camera_top,first_camera_right,first_camera_bottom,second_camera_left,second_camera_top,second_camera_right,second_camera_bottom",0.0,,
"roll,pitch,yaw",0.0,,
"stampStartYear,stampStartMonth,stampStartDay,stampEndYear,stampEndMonth,stampEndDay",0.0,,
"firstRegionLeft,firstRegionTop,firstRegionRight,firstRegionBottom,secondRegionLeft,secondRegionTop,secondRegionRight,secondRegionBottom",0.0,,
"avatarLeft,avatarTop,avatarRight,avatarBottom",0.0,,
"lowerTemperature,upperTemperature",0.0,,
"graph_width,graph_height",0.0,,
"plot_min_x,plot_max_x,plot_min_y,plot_max_y,plot_step",0.0,,
"first_screen_left,first_screen_top,first_screen_right,first_screen_bottom,second_screen_left,second_screen_top,second_screen_right,second_screen_bottom",0.0,,
"firstBadgeLeft,firstBadgeTop,firstBadgeRight,firstBadgeBottom,secondBadgeLeft,secondBadgeTop,secondBadgeRight,secondBadgeBottom",0.0,,
"slideMinX,slideMaxX,slideMinY,slideMaxY,slideStep",0.0,,
"frameRed,frameGreen,frameBlue,frameAlpha",0.0,,
"clipYear,clipMonth,clipDay,clipHour,clipMinute,clipSecond,clipTimezone",0.0,,
"layout_start_year,layout_start_month,layout_start_day,layout_end_year,layout_end_month,layout_end_day",0.0,,
"slideLatitude,slideLongitude",0.0,,
"window_year,window_month,window_day,window_hour,window_minute,window_second,window_timezone",0.0,,
"regionYear,regionMonth,regionDay",0.0,,
"screen_red,screen_green,screen_blue,screen_alpha",0.0,,
"bannerMinX,bannerMaxX,bannerMinY,bannerMaxY,bannerStep",0.0,,
"barcode_foreground_red,barcode_foreground_green,barcode_foreground_blue,barcode_background_red,barcode_background_green,barcode_background_blue",0.0,,
"photoForegroundRed,photoForegroundGreen,photoForegroundBlue,photoBackgroundRed,photoBackgroundGreen,photoBackgroundBlue",0.0,,
"windowForegroundRed,windowForegroundGreen,windowForegroundBlue,windowBackgroundRed,windowBackgroundGreen,windowBackgroundBlue",0.0,,
"windowSourceX,windowSourceY,windowSourceZ,windowTargetX,windowTargetY,windowTargetZ",0.0,,
"profileMinX,profileMaxX,profileMinY,profileMaxY,profileStep",0.0,,
"panelYear,panelMonth,panelDay,panelHour,panelMinute,panelSecond,panelTimezone",0.0,,
"graphRed,graphGreen,graphBlue",0.0,,
"firstSlideLeft,firstSlideTop,firstSlideRight,firstSlideBottom,secondSlideLeft,secondSlideTop,secondSlideRight,secondSlideBottom",0.0,,
"clip_source_x,clip_source_y,clip_source_z,clip_target_x,clip_target_y,clip_target_z",0.0,,
"slide_foreground_red,slide_foreground_green,slide_foreground_blue,slide_background_red,slide_background_green,slide_background_blue",0.0,,
"poster_latitude,poster_longitude",0.0,,
"profile_min_x,profile_max_x,profile_min_y,profile_max_y,profile_step",0.0,,
"window_source_x,window_source_y,window_source_z,window_target_x,window_target_y,window_target_z",0.0,,
"layoutRed,layoutGreen,layoutBlue",0.0,,
"barcode_min_x,barcode_max_x,barcode_min_y,barcode_max_y,barcode_step",0.0,,
"cover_year,cover_month,cover_day",0.0,,
"dialog_red,dialog_green,dialog_blue,dialog_alpha",0.0,,
"first_document_left,first_document_top,first_document_right,first_document_bottom,second_document_left,second_document_top,second_document_right,second_document_bottom",0.0,,
"firstStampLeft,firstStampTop,firstStampRight,firstStampBottom,secondStampLeft,secondStampTop,secondStampRight,secondStampBottom",0.0,,
"condition,whenTrue,whenFalse",0.0,,
"profile_year,profile_month,profile_day,profile_hour,profile_minute,profile_second,profile_timezone",0.0,,
"formYear,formMonth,formDay",0.0,,
"plot_red,plot_green,plot_blue",0.0,,
"clip_left,clip_top,clip_right,clip_bottom",0.0,,
"bufferRed,bufferGreen,bufferBlue,bufferAlpha",0.0,,
"firstPhotoLeft,firstPhotoTop,firstPhotoRight,firstPhotoBottom,secondPhotoLeft,secondPhotoTop,secondPhotoRight,secondPhotoBottom",0.0,,
"first_stamp_left,first_stamp_top,first_stamp_right,first_stamp_bottom,second_stamp_left,second_stamp_top,second_stamp_right,second_stamp_bottom",0.0,,
"layerMinX,layerMaxX,layerMinY,layerMaxY,layerStep",0.0,,
"page_source_x,page_source_y,page_source_z,page_target_x,page_target_y,page_target_z",0.0,,
"clipLeft,clipTop,clipRight,clipBottom,clipPaddingX,clipPaddingY,clipRotation",0.0,,
"chart_min_x,chart_max_x,chart_min_y,chart_max_y,chart_step",0.0,,
"stampMinX,stampMaxX,stampMinY,stampMaxY,stampStep",0.0,,
"stamp_latitude,stamp_longitude",0.0,,
"plotMinX,plotMaxX,plotMinY,plotMaxY,plotStep",0.0,,
"firstProfileLeft,firstProfileTop,firstProfileRight,firstProfileBottom,secondProfileLeft,secondProfileTop,secondProfileRight,secondProfileBottom",0.0,,
"layer_year,layer_month,layer_day",0.0,,
"left_key,right_key",0.0,,
"left_operand,right_operand",0.0,,
"first_table_left,first_table_top,first_table_right,first_table_bottom,second_table_left,second_table_top,second_table_right,second_table_bottom",0.0,,
"firstSpriteLeft,firstSpriteTop,firstSpriteRight,firstSpriteBottom,secondSpriteLeft,secondSpriteTop,secondSpriteRight,secondSpriteBottom",0.0,,
"clipMinX,clipMaxX,clipMinY,clipMaxY,clipStep",0.0,,
"regionLeft,regionTop,regionRight,regionBottom",0.0,,
"regionStartYear,regionStartMonth,regionStartDay,regionEndYear,regionEndMonth,regionEndDay",0.0,,
"sourceFolder,destinationFolder",0.0,,
"badge_red,badge_green,badge_blue",0.0,,
"first_report_left,first_report_top,first_report_right,first_report_bottom,second_report_left,second_report_top,second_report_right,second_report_bottom",0.0,,
"plot_left,plot_top,plot_right,plot_bottom",0.0,,
"firstPosterLeft,firstPosterTop,firstPosterRight,firstPosterBottom,secondPosterLeft,secondPosterTop,secondPosterRight,secondPosterBottom",0.0,,
"criterion,whenTrue,whenFalse",0.0,,
"leftVector,rightVector",0.0,,
"avatar_red,avatar_green,avatar_blue,avatar_alpha",0.0,,
"imageLeft,imageTop,imageRight,imageBottom",0.0,,
"canvas_year,canvas_month,canvas_day",0.0,,
"cardSourceX,cardSourceY,cardSourceZ,cardTargetX,cardTargetY,cardTargetZ",0.0,,
"firstCardLeft,firstCardTop,firstCardRight,firstCardBottom,secondCardLeft,secondCardTop,secondCardRight,secondCardBottom",0.0,,
"profileForegroundRed,profileForegroundGreen,profileForegroundBlue,profileBackgroundRed,profileBackgroundGreen,profileBackgroundBlue",0.0,,
"sprite_start_year,sprite_start_month,sprite_start_day,sprite_end_year,sprite_end_month,sprite_end_day",0.0,,
"firstWindowLeft,firstWindowTop,firstWindowRight,firstWindowBottom,secondWindowLeft,secondWindowTop,secondWindowRight,secondWindowBottom",0.0,,
"gridRed,gridGreen,gridBlue,gridAlpha",0.0,,
"canvasRed,canvasGreen,canvasBlue,canvasAlpha",0.0,,
"graph_left,graph_top,graph_right,graph_bottom",0.0,,
"frame_width,frame_height",0.0,,
"firstScreenLeft,firstScreenTop,firstScreenRight,firstScreenBottom,secondScreenLeft,secondScreenTop,secondScreenRight,secondScreenBottom",0.0,,
"mapMinX,mapMaxX,mapMinY,mapMaxY,mapStep",0.0,,
"avatar_foreground_red,avatar_foreground_green,avatar_foreground_blue,avatar_background_red,avatar_background_green,avatar_background_blue",0.0,,
"avatarLeft,avatarTop,avatarRight,avatarBottom,avatarPaddingX,avatarPaddingY,avatarRotation",0.0,,
"tableYear,tableMonth,tableDay,tableHour,tableMinute,tableSecond,tableTimezone",0.0,,
"lower_length,upper_length",0.0,,
"clipLeft,clipTop,clipRight,clipBottom",0.0,,
"dialogYear,dialogMonth,dialogDay",0.0,,
"firstImageLeft,firstImageTop,firstImageRight,firstImageBottom,secondImageLeft,secondImageTop,secondImageRight,secondImageBottom",0.0,,
"slide_min_x,slide_max_x,slide_min_y,slide_max_y,slide_step",0.0,,
"first_page_left,first_page_top,first_page_right,first_page_bottom,second_page_left,second_page_top,second_page_right,second_page_bottom",0.0,,
"first_layer_left,first_layer_top,first_layer_right,first_layer_bottom,second_layer_left,second_layer_top,second_layer_right,second_layer_bottom",0.0,,
"stampLeft,stampTop,stampRight,stampBottom",0.0,,
"page_min_x,page_max_x,page_min_y,page_max_y,page_step",0.0,,
"canvasForegroundRed,canvasForegroundGreen,canvasForegroundBlue,canvasBackgroundRed,canvasBackgroundGreen,canvasBackgroundBlue",0.0,,
"labelMinX,labelMaxX,labelMinY,labelMaxY,labelStep",0.0,,
"firstBufferLeft,firstBufferTop,firstBufferRight,firstBufferBottom,secondBufferLeft,secondBufferTop,secondBufferRight,secondBufferBottom",0.0,,
"firstCoverLeft,firstCoverTop,firstCoverRight,firstCoverBottom,secondCoverLeft,secondCoverTop,secondCoverRight,secondCoverBottom",0.0,,
"screen_year,screen_month,screen_day",0.0,,
"firstGridLeft,firstGridTop,firstGridRight,firstGridBottom,secondGridLeft,secondGridTop,secondGridRight,secondGridBottom",0.0,,
"chartMinX,chartMaxX,chartMinY,chartMaxY,chartStep",0.0,,
"textureLatitude,textureLongitude",0.0,,
"documentRed,documentGreen,documentBlue,documentAlpha",0.0,,
"label_min_x,label_max_x,label_min_y,label_max_y,label_step",0.0,,
"sourceImage,destinationImage",0.0,,
"lower_speed,upper_speed",0.0,,
"textureMinX,textureMaxX,textureMinY,textureMaxY,textureStep",0.0,,
"chartLeft,chartTop,chartRight,chartBottom,chartPaddingX,chartPaddingY,chartRotation",0.0,,
"stamp_foreground_red,stamp_foreground_green,stamp_foreground_blue,stamp_background_red,stamp_background_green,stamp_background_blue",0.0,,
"badgeWidth,badgeHeight",0.0,,
"left_signal,right_signal",0.0,,
"page_width,page_height",0.0,,
"bannerYear,bannerMonth,bannerDay",0.0,,
"form_min_x,form_max_x,form_min_y,form_max_y,form_step",0.0,,
"first_barcode_left,first_barcode_top,first_barcode_right,first_barcode_bottom,second_barcode_left,second_barcode_top,second_barcode_right,second_barcode_bottom",0.0,,
"windowMinX,windowMaxX,windowMinY,windowMaxY,windowStep",0.0,,
"left_filter,right_filter",0.0,,
"region_start_year,region_start_month,region_start_day,region_end_year,region_end_month,region_end_day",0.0,,
"lower_index,upper_index",0.0,,
"pageMinX,pageMaxX,pageMinY,pageMaxY,pageStep",0.0,,
"lower_offset,upper_offset",0.0,,
"coverLeft,coverTop,coverRight,coverBottom,coverPaddingX,coverPaddingY,coverRotation",0.0,,
"canvas_year,canvas_month,canvas_day,canvas_hour,canvas_minute,canvas_second,canvas_timezone",0.0,,
"first_tile_left,first_tile_top,first_tile_right,first_tile_bottom,second_tile_left,second_tile_top,second_tile_right,second_tile_bottom",0.0,,
"stamp_min_x,stamp_max_x,stamp_min_y,stamp_max_y,stamp_step",0.0,,
"spriteMinX,spriteMaxX,spriteMinY,spriteMaxY,spriteStep",0.0,,
"viewport_min_x,viewport_max_x,viewport_min_y,viewport_max_y,viewport_step",0.0,,
"layer_min_x,layer_max_x,layer_min_y,layer_max_y,layer_step",0.0,,
"firstPanelLeft,firstPanelTop,firstPanelRight,firstPanelBottom,secondPanelLeft,secondPanelTop,secondPanelRight,secondPanelBottom",0.0,,
"first_label_left,first_label_top,first_label_right,first_label_bottom,second_label_left,second_label_top,second_label_right,second_label_bottom",0.0,,
"graphLeft,graphTop,graphRight,graphBottom,graphPaddingX,graphPaddingY,graphRotation",0.0,,
"guard,whenTrue,whenFalse",0.0,,
"labelRed,labelGreen,labelBlue,labelAlpha",0.0,,
"video_min_x,video_max_x,video_min_y,video_max_y,video_step",0.0,,
"first_buffer_left,first_buffer_top,first_buffer_right,first_buffer_bottom,second_buffer_left,second_buffer_top,second_buffer_right,second_buffer_bottom",0.0,,
"sprite_red,sprite_green,sprite_blue,sprite_alpha",0.0,,
"card_foreground_red,card_foreground_green,card_foreground_blue,card_background_red,card_background_green,card_background_blue",0.0,,
"videoMinX,videoMaxX,videoMinY,videoMaxY,videoStep",0.0,,
"photo_min_x,photo_max_x,photo_min_y,photo_max_y,photo_step",0.0,,
"cameraYear,cameraMonth,cameraDay",0.0,,
"layoutLeft,layoutTop,layoutRight,layoutBottom",0.0,,
"predicate,when_true,when_false",0.0,,
"graphYear,graphMonth,graphDay,graphHour,graphMinute,graphSecond,graphTimezone",0.0,,
"leftMargin,rightMargin",0.0,,
"leftEndpoint,rightEndpoint",0.0,,
"poster_min_x,poster_max_x,poster_min_y,poster_max_y,poster_step",0.0,,
"tileMinX,tileMaxX,tileMinY,tileMaxY,tileStep",0.0,,
"first_plot_left,first_plot_top,first_plot_right,first_plot_bottom,second_plot_left,second_plot_top,second_plot_right,second_plot_bottom",0.0,,
"videoStartYear,videoStartMonth,videoStartDay,videoEndYear,videoEndMonth,videoEndDay",0.0,,
"canvas_min_x,canvas_max_x,canvas_min_y,canvas_max_y,canvas_step",0.0,,
"firstChartLeft,firstChartTop,firstChartRight,firstChartBottom,secondChartLeft,secondChartTop,secondChartRight,secondChartBottom",0.0,,
"sprite_latitude,sprite_longitude",0.0,,
