{'loss': 0.6846, 'grad_norm': 1.8736966848373413, 'learning_rate': 0.0001999107142857143, 'epoch': 0.0}                                                                                                                            
{'loss': 0.2372, 'grad_norm': 0.46607181429862976, 'learning_rate': 0.00019696428571428575, 'epoch': 0.06}                                                                                                                          
{'loss': 0.2196, 'grad_norm': 0.3128679394721985, 'learning_rate': 0.000196875, 'epoch': 0.06}                                                                                                                                      
{'loss': 0.2239, 'grad_norm': 0.3684442937374115, 'learning_rate': 0.00019678571428571428, 'epoch': 0.06}                                                                                                                           
{'loss': 0.2338, 'grad_norm': 0.4784207344055176, 'learning_rate': 0.0001966964285714286, 'epoch': 0.07}                                                                                                                            
{'loss': 0.1765, 'grad_norm': 0.40561914443969727, 'learning_rate': 0.00019660714285714285, 'epoch': 0.07}                                                                                                                          
{'loss': 0.1693, 'grad_norm': 0.5813716053962708, 'learning_rate': 0.00019651785714285715, 'epoch': 0.07}                                                                                                                           
{'loss': 0.2158, 'grad_norm': 0.42983531951904297, 'learning_rate': 0.00019642857142857144, 'epoch': 0.07}                                                                                                                          
{'loss': 0.2145, 'grad_norm': 0.5119160413742065, 'learning_rate': 0.00019633928571428572, 'epoch': 0.07}                                                                                                                           
{'loss': 0.2261, 'grad_norm': 0.4909694194793701, 'learning_rate': 0.00019625, 'epoch': 0.07}                                                                                                                                       
{'loss': 0.2414, 'grad_norm': 0.6037008762359619, 'learning_rate': 0.0001961607142857143, 'epoch': 0.08}                                                                                                                            
{'loss': 0.1829, 'grad_norm': 0.37516453862190247, 'learning_rate': 0.00019607142857142856, 'epoch': 0.08}                                                                                                                          
{'loss': 0.291, 'grad_norm': 0.8251280188560486, 'learning_rate': 0.00019598214285714287, 'epoch': 0.08}                                                                                                                            
{'loss': 0.2171, 'grad_norm': 0.3983781933784485, 'learning_rate': 0.00019589285714285715, 'epoch': 0.08}                                                                                                                           
{'loss': 0.2089, 'grad_norm': 0.41958487033843994, 'learning_rate': 0.00019580357142857143, 'epoch': 0.08}                                                                                                                          
{'loss': 0.2146, 'grad_norm': 0.42345190048217773, 'learning_rate': 0.00019571428571428572, 'epoch': 0.09}                                                                                                                          
{'loss': 0.159, 'grad_norm': 0.29573875665664673, 'learning_rate': 0.00019562500000000003, 'epoch': 0.09}                                                                                                                           
{'loss': 0.2664, 'grad_norm': 0.6683343052864075, 'learning_rate': 0.00019553571428571428, 'epoch': 0.09}                                                                                                                           
{'loss': 0.1617, 'grad_norm': 0.3258630633354187, 'learning_rate': 0.0001954464285714286, 'epoch': 0.09}                                                                                                                            
{'loss': 0.2231, 'grad_norm': 0.4392300248146057, 'learning_rate': 0.00019535714285714287, 'epoch': 0.09}                                                                                                                           
{'loss': 0.2229, 'grad_norm': 0.4814510941505432, 'learning_rate': 0.00019526785714285715, 'epoch': 0.09}                                                                                                                           
{'loss': 0.2177, 'grad_norm': 0.5855334401130676, 'learning_rate': 0.00019517857142857143, 'epoch': 0.1}                                                                                                                            
{'loss': 0.1409, 'grad_norm': 0.2981092631816864, 'learning_rate': 0.00019508928571428574, 'epoch': 0.1}                                                                                                                            
{'loss': 0.1774, 'grad_norm': 0.3956112861633301, 'learning_rate': 0.000195, 'epoch': 0.1}                                                                                                                                          
{'loss': 0.1765, 'grad_norm': 0.6214756369590759, 'learning_rate': 0.0001949107142857143, 'epoch': 0.1}                                                                                                                             
{'loss': 0.1464, 'grad_norm': 0.27801528573036194, 'learning_rate': 0.0001948214285714286, 'epoch': 0.1}                                                                                                                            
{'loss': 0.1927, 'grad_norm': 0.4413191080093384, 'learning_rate': 0.00019473214285714287, 'epoch': 0.11}                                                                                                                           
{'loss': 0.1353, 'grad_norm': 0.30057671666145325, 'learning_rate': 0.00019464285714285715, 'epoch': 0.11}                                                                                                                          
{'loss': 0.2087, 'grad_norm': 0.45602360367774963, 'learning_rate': 0.00019455357142857146, 'epoch': 0.11}                                                                                                                          
{'loss': 0.3184, 'grad_norm': 0.8583055734634399, 'learning_rate': 0.0001944642857142857, 'epoch': 0.11}                                                                                                                            
{'loss': 0.2097, 'grad_norm': 0.4366435706615448, 'learning_rate': 0.00019437500000000002, 'epoch': 0.11}                                                                                                                           
{'loss': 0.2737, 'grad_norm': 0.6628764867782593, 'learning_rate': 0.0001942857142857143, 'epoch': 0.11}                                                                                                                            
{'loss': 0.2094, 'grad_norm': 0.3907495439052582, 'learning_rate': 0.00019419642857142859, 'epoch': 0.12}                                                                                                                           
{'loss': 0.1251, 'grad_norm': 0.29608169198036194, 'learning_rate': 0.00019410714285714287, 'epoch': 0.12}                                                                                                                          
{'loss': 0.1491, 'grad_norm': 0.30675747990608215, 'learning_rate': 0.00019401785714285718, 'epoch': 0.12}                                                                                                                          
{'loss': 0.1803, 'grad_norm': 0.40913140773773193, 'learning_rate': 0.00019392857142857143, 'epoch': 0.12}                                                                                                                          
{'loss': 0.238, 'grad_norm': 0.45456600189208984, 'learning_rate': 0.00019383928571428574, 'epoch': 0.12}                                                                                                                           
{'loss': 0.242, 'grad_norm': 0.46742868423461914, 'learning_rate': 0.00019375000000000002, 'epoch': 0.12}                                                                                                                           
{'loss': 0.187, 'grad_norm': 0.3614201247692108, 'learning_rate': 0.00019366071428571427, 'epoch': 0.13}                                                                                                                            
{'loss': 0.1807, 'grad_norm': 0.3819572925567627, 'learning_rate': 0.00019357142857142858, 'epoch': 0.13}                                                                                                                           
{'loss': 0.1267, 'grad_norm': 0.2898596227169037, 'learning_rate': 0.00019348214285714287, 'epoch': 0.13}                                                                                                                           
{'loss': 0.1501, 'grad_norm': 0.3450086712837219, 'learning_rate': 0.00019339285714285715, 'epoch': 0.13}                                                                                                                           
{'loss': 0.1765, 'grad_norm': 0.381656289100647, 'learning_rate': 0.00019330357142857143, 'epoch': 0.13}                                                                                                                            
{'loss': 0.1326, 'grad_norm': 0.27488774061203003, 'learning_rate': 0.00019321428571428574, 'epoch': 0.14}                                                                                                                          
{'loss': 0.2182, 'grad_norm': 0.5231972932815552, 'learning_rate': 0.000193125, 'epoch': 0.14}                                                                                                                                      
{'loss': 0.2195, 'grad_norm': 0.6564069390296936, 'learning_rate': 0.0001930357142857143, 'epoch': 0.14}                                                                                                                            
{'loss': 0.2054, 'grad_norm': 0.44974228739738464, 'learning_rate': 0.00019294642857142858, 'epoch': 0.14}                                                                                                                          
{'loss': 0.1893, 'grad_norm': 0.4969726502895355, 'learning_rate': 0.00019285714285714286, 'epoch': 0.14}                                                                                                                           
{'loss': 0.193, 'grad_norm': 0.41922345757484436, 'learning_rate': 0.00019276785714285715, 'epoch': 0.14}                                                                                                                           
{'loss': 0.1389, 'grad_norm': 0.4225294888019562, 'learning_rate': 0.00019267857142857145, 'epoch': 0.15}                                                                                                                           
{'loss': 0.1641, 'grad_norm': 0.5387547016143799, 'learning_rate': 0.0001925892857142857, 'epoch': 0.15}                                                                                                                            
{'loss': 0.1282, 'grad_norm': 0.2929449677467346, 'learning_rate': 0.00019250000000000002, 'epoch': 0.15}                                                                                                                           
{'loss': 0.1702, 'grad_norm': 0.4579271972179413, 'learning_rate': 0.0001924107142857143, 'epoch': 0.15}                                                                                                                            
{'loss': 0.1168, 'grad_norm': 0.25900694727897644, 'learning_rate': 0.00019232142857142858, 'epoch': 0.15}                                                                                                                          
{'loss': 0.1808, 'grad_norm': 0.37455105781555176, 'learning_rate': 0.00019223214285714286, 'epoch': 0.16}                                                                                                                          
{'loss': 0.1774, 'grad_norm': 0.5171330571174622, 'learning_rate': 0.00019214285714285717, 'epoch': 0.16}                                                                                                                           
{'loss': 0.1782, 'grad_norm': 0.4107764959335327, 'learning_rate': 0.00019205357142857143, 'epoch': 0.16}                                                                                                                           
{'loss': 0.2185, 'grad_norm': 0.4672854244709015, 'learning_rate': 0.00019196428571428573, 'epoch': 0.16}                                                                                                                           
{'loss': 0.129, 'grad_norm': 0.3561323583126068, 'learning_rate': 0.00019187500000000002, 'epoch': 0.16}                                                                                                                            
{'loss': 0.0641, 'grad_norm': 0.1811114400625229, 'learning_rate': 0.0001917857142857143, 'epoch': 0.16}                                                                                                                            
{'loss': 0.2767, 'grad_norm': 0.6118879318237305, 'learning_rate': 0.00019169642857142858, 'epoch': 0.17}                                                                                                                           
{'loss': 0.133, 'grad_norm': 0.27474409341812134, 'learning_rate': 0.0001916071428571429, 'epoch': 0.17}                                                                                                                            
{'loss': 0.1852, 'grad_norm': 0.40028712153434753, 'learning_rate': 0.00019151785714285714, 'epoch': 0.17}                                                                                                                          
{'loss': 0.215, 'grad_norm': 0.5177576541900635, 'learning_rate': 0.00019142857142857145, 'epoch': 0.17}                                                                                                                            
{'loss': 0.174, 'grad_norm': 0.38045239448547363, 'learning_rate': 0.00019133928571428573, 'epoch': 0.17}                                                                                                                           
{'loss': 0.2044, 'grad_norm': 0.42096903920173645, 'learning_rate': 0.00019125000000000001, 'epoch': 0.17}                                                                                                                          
{'loss': 0.1697, 'grad_norm': 0.5549136400222778, 'learning_rate': 0.0001911607142857143, 'epoch': 0.18}                                                                                                                            
{'loss': 0.184, 'grad_norm': 0.44723036885261536, 'learning_rate': 0.00019107142857142858, 'epoch': 0.18}                                                                                                                           
{'loss': 0.1218, 'grad_norm': 0.3232605457305908, 'learning_rate': 0.00019098214285714286, 'epoch': 0.18}                                                                                                                           
{'loss': 0.1671, 'grad_norm': 0.5491462349891663, 'learning_rate': 0.00019089285714285717, 'epoch': 0.18}                                                                                                                           
{'loss': 0.1347, 'grad_norm': 0.3178987503051758, 'learning_rate': 0.00019080357142857145, 'epoch': 0.18}                                                                                                                           
{'loss': 0.1699, 'grad_norm': 0.3432825803756714, 'learning_rate': 0.00019071428571428573, 'epoch': 0.19}                                                                                                                           
{'loss': 0.1994, 'grad_norm': 0.6437962651252747, 'learning_rate': 0.000190625, 'epoch': 0.19}                                                                                                                                      
{'loss': 0.1394, 'grad_norm': 0.3764057457447052, 'learning_rate': 0.0001905357142857143, 'epoch': 0.19}                                                                                                                            
{'loss': 0.0976, 'grad_norm': 0.23141244053840637, 'learning_rate': 0.00019044642857142858, 'epoch': 0.19}                                                                                                                          
{'loss': 0.197, 'grad_norm': 0.724156379699707, 'learning_rate': 0.00019035714285714286, 'epoch': 0.19}                                                                                                                             
{'loss': 0.1751, 'grad_norm': 0.6177254915237427, 'learning_rate': 0.00019026785714285717, 'epoch': 0.19}                                                                                                                           
{'loss': 0.175, 'grad_norm': 0.504191517829895, 'learning_rate': 0.00019017857142857142, 'epoch': 0.2}                                                                                                                              
{'loss': 0.1527, 'grad_norm': 0.3523324131965637, 'learning_rate': 0.00019008928571428573, 'epoch': 0.2}                                                                                                                            
{'loss': 0.126, 'grad_norm': 0.269731342792511, 'learning_rate': 0.00019, 'epoch': 0.2}                                                                                                                                             
{'loss': 0.1586, 'grad_norm': 0.34242990612983704, 'learning_rate': 0.0001899107142857143, 'epoch': 0.2}                                                                                                                            
{'loss': 0.1425, 'grad_norm': 0.36341002583503723, 'learning_rate': 0.00018982142857142857, 'epoch': 0.2}                                                                                                                           
{'loss': 0.1961, 'grad_norm': 0.5756327509880066, 'learning_rate': 0.00018973214285714288, 'epoch': 0.21}                                                                                                                           
{'loss': 0.1314, 'grad_norm': 0.3928474485874176, 'learning_rate': 0.00018964285714285714, 'epoch': 0.21}                                                                                                                           
{'loss': 0.1558, 'grad_norm': 0.4035724401473999, 'learning_rate': 0.00018955357142857145, 'epoch': 0.21}                                                                                                                           
{'loss': 0.1696, 'grad_norm': 0.43897369503974915, 'learning_rate': 0.00018946428571428573, 'epoch': 0.21}                                                                                                                          
{'loss': 0.1596, 'grad_norm': 0.4172612428665161, 'learning_rate': 0.000189375, 'epoch': 0.21}                                                                                                                                      
{'loss': 0.1933, 'grad_norm': 0.5487498044967651, 'learning_rate': 0.0001892857142857143, 'epoch': 0.21}                                                                                                                            
{'loss': 0.1202, 'grad_norm': 0.2691314220428467, 'learning_rate': 0.00018919642857142857, 'epoch': 0.22}                                                                                                                           
{'loss': 0.1351, 'grad_norm': 0.422477126121521, 'learning_rate': 0.00018910714285714285, 'epoch': 0.22}                                                                                                                            
{'loss': 0.186, 'grad_norm': 0.40672290325164795, 'learning_rate': 0.00018901785714285716, 'epoch': 0.22}                                                                                                                           
{'loss': 0.1822, 'grad_norm': 0.39529338479042053, 'learning_rate': 0.00018892857142857144, 'epoch': 0.22}                                                                                                                          
{'loss': 0.1079, 'grad_norm': 0.21804404258728027, 'learning_rate': 0.00018883928571428573, 'epoch': 0.22}                                                                                                                          
{'loss': 0.1154, 'grad_norm': 0.27292734384536743, 'learning_rate': 0.00018875, 'epoch': 0.23}                                                                                                                                      
{'loss': 0.1557, 'grad_norm': 0.4465517997741699, 'learning_rate': 0.0001886607142857143, 'epoch': 0.23}                                                                                                                            
{'loss': 0.1102, 'grad_norm': 0.3814590871334076, 'learning_rate': 0.00018857142857142857, 'epoch': 0.23}                                                                                                                           
{'loss': 0.1041, 'grad_norm': 0.37815582752227783, 'learning_rate': 0.00018848214285714288, 'epoch': 0.23}                                                                                                                          
{'loss': 0.1545, 'grad_norm': 0.36422914266586304, 'learning_rate': 0.00018839285714285716, 'epoch': 0.23}                                                                                                                          
{'loss': 0.1142, 'grad_norm': 0.25467923283576965, 'learning_rate': 0.00018830357142857144, 'epoch': 0.23}                                                                                                                          
{'loss': 0.1934, 'grad_norm': 0.44654569029808044, 'learning_rate': 0.00018821428571428572, 'epoch': 0.24}                                                                                                                          
{'loss': 0.1077, 'grad_norm': 0.47871842980384827, 'learning_rate': 0.000188125, 'epoch': 0.24}                                                                                                                                     
{'loss': 0.1442, 'grad_norm': 0.31518492102622986, 'learning_rate': 0.0001880357142857143, 'epoch': 0.24}                                                                                                                           
{'loss': 0.1705, 'grad_norm': 0.5988376140594482, 'learning_rate': 0.0001879464285714286, 'epoch': 0.24}                                                                                                                            
{'loss': 0.2342, 'grad_norm': 0.7610138058662415, 'learning_rate': 0.00018785714285714288, 'epoch': 0.24}                                                                                                                           
{'loss': 0.1015, 'grad_norm': 0.28282448649406433, 'learning_rate': 0.00018776785714285716, 'epoch': 0.24}                                                                                                                          
{'loss': 0.1706, 'grad_norm': 0.45166417956352234, 'learning_rate': 0.00018767857142857144, 'epoch': 0.25}                                                                                                                          
{'loss': 0.1191, 'grad_norm': 0.41768428683280945, 'learning_rate': 0.00018758928571428572, 'epoch': 0.25}                                                                                                                          
{'loss': 0.1067, 'grad_norm': 0.30463823676109314, 'learning_rate': 0.0001875, 'epoch': 0.25}                                                                                                                                       
{'loss': 0.2172, 'grad_norm': 0.5407533049583435, 'learning_rate': 0.00018741071428571429, 'epoch': 0.25}                                                                                                                           
{'loss': 0.1475, 'grad_norm': 0.43796536326408386, 'learning_rate': 0.0001873214285714286, 'epoch': 0.25}                                                                                                                           
{'loss': 0.2203, 'grad_norm': 0.6185348629951477, 'learning_rate': 0.00018723214285714285, 'epoch': 0.26}                                                                                                                           
{'loss': 0.2101, 'grad_norm': 0.3603086769580841, 'learning_rate': 0.00018714285714285716, 'epoch': 0.26}                                                                                                                           
{'loss': 0.205, 'grad_norm': 0.7143059372901917, 'learning_rate': 0.00018705357142857144, 'epoch': 0.26}                                                                                                                            
{'loss': 0.1659, 'grad_norm': 0.3716138005256653, 'learning_rate': 0.00018696428571428572, 'epoch': 0.26}                                                                                                                           
{'loss': 0.1359, 'grad_norm': 0.3277392089366913, 'learning_rate': 0.000186875, 'epoch': 0.26}                                                                                                                                      
{'loss': 0.1098, 'grad_norm': 0.35292842984199524, 'learning_rate': 0.00018678571428571428, 'epoch': 0.26}                                                                                                                          
{'loss': 0.1469, 'grad_norm': 0.4768173098564148, 'learning_rate': 0.00018669642857142857, 'epoch': 0.27}                                                                                                                           
{'loss': 0.1454, 'grad_norm': 0.414873868227005, 'learning_rate': 0.00018660714285714287, 'epoch': 0.27}                                                                                                                            
{'loss': 0.1688, 'grad_norm': 0.39663517475128174, 'learning_rate': 0.00018651785714285716, 'epoch': 0.27}                                                                                                                          
{'loss': 0.1643, 'grad_norm': 0.3096771836280823, 'learning_rate': 0.00018642857142857144, 'epoch': 0.27}                                                                                                                           
{'loss': 0.1702, 'grad_norm': 0.3247937560081482, 'learning_rate': 0.00018633928571428572, 'epoch': 0.27}                                                                                                                           
{'loss': 0.1593, 'grad_norm': 0.39033007621765137, 'learning_rate': 0.00018625, 'epoch': 0.28}                                                                                                                                      
{'loss': 0.1528, 'grad_norm': 0.36600056290626526, 'learning_rate': 0.00018616071428571428, 'epoch': 0.28}                                                                                                                          
{'loss': 0.1222, 'grad_norm': 0.2991202175617218, 'learning_rate': 0.0001860714285714286, 'epoch': 0.28}                                                                                                                            
{'loss': 0.0881, 'grad_norm': 0.35484716296195984, 'learning_rate': 0.00018598214285714287, 'epoch': 0.28}                                                                                                                          
{'loss': 0.1657, 'grad_norm': 0.7008592486381531, 'learning_rate': 0.00018589285714285715, 'epoch': 0.28}                                                                                                                           
{'loss': 0.1457, 'grad_norm': 0.3263821005821228, 'learning_rate': 0.00018580357142857144, 'epoch': 0.28}                                                                                                                           
{'loss': 0.0724, 'grad_norm': 0.26474514603614807, 'learning_rate': 0.00018571428571428572, 'epoch': 0.29}                                                                                                                          
{'loss': 0.1959, 'grad_norm': 0.4355688989162445, 'learning_rate': 0.000185625, 'epoch': 0.29}                                                                                                                                      
{'loss': 0.1062, 'grad_norm': 0.28108909726142883, 'learning_rate': 0.0001855357142857143, 'epoch': 0.29}                                                                                                                           
{'loss': 0.1391, 'grad_norm': 0.3237030804157257, 'learning_rate': 0.0001854464285714286, 'epoch': 0.29}                                                                                                                            
{'loss': 0.1411, 'grad_norm': 0.4186033606529236, 'learning_rate': 0.00018535714285714287, 'epoch': 0.29}                                                                                                                           
{'loss': 0.184, 'grad_norm': 0.4351058602333069, 'learning_rate': 0.00018526785714285715, 'epoch': 0.29}                                                                                                                            
{'loss': 0.1356, 'grad_norm': 0.3703640401363373, 'learning_rate': 0.00018517857142857143, 'epoch': 0.3}                                                                                                                            
{'loss': 0.2261, 'grad_norm': 0.7293400168418884, 'learning_rate': 0.00018508928571428572, 'epoch': 0.3}                                                                                                                            
{'loss': 0.1503, 'grad_norm': 0.4184357225894928, 'learning_rate': 0.00018500000000000002, 'epoch': 0.3}                                                                                                                            
{'loss': 0.1165, 'grad_norm': 0.29916912317276, 'learning_rate': 0.0001849107142857143, 'epoch': 0.3}                                                                                                                               
{'loss': 0.2297, 'grad_norm': 0.7297231554985046, 'learning_rate': 0.0001848214285714286, 'epoch': 0.3}                                                                                                                             
{'loss': 0.1492, 'grad_norm': 0.33634236454963684, 'learning_rate': 0.00018473214285714287, 'epoch': 0.31}                                                                                                                          
{'loss': 0.1382, 'grad_norm': 0.3466610610485077, 'learning_rate': 0.00018464285714285715, 'epoch': 0.31}                                                                                                                           
{'loss': 0.1372, 'grad_norm': 0.44048288464546204, 'learning_rate': 0.00018455357142857143, 'epoch': 0.31}                                                                                                                          
{'loss': 0.21, 'grad_norm': 0.6479493975639343, 'learning_rate': 0.00018446428571428574, 'epoch': 0.31}                                                                                                                             
{'loss': 0.2387, 'grad_norm': 0.6328660845756531, 'learning_rate': 0.000184375, 'epoch': 0.31}                                                                                                                                      
{'loss': 0.2356, 'grad_norm': 0.6003618240356445, 'learning_rate': 0.00018428571428571428, 'epoch': 0.31}                                                                                                                           
{'loss': 0.151, 'grad_norm': 0.3415640890598297, 'learning_rate': 0.00018419642857142859, 'epoch': 0.32}                                                                                                                            
{'loss': 0.1373, 'grad_norm': 0.28794288635253906, 'learning_rate': 0.00018410714285714287, 'epoch': 0.32}                                                                                                                          
{'loss': 0.1156, 'grad_norm': 0.3239465355873108, 'learning_rate': 0.00018401785714285715, 'epoch': 0.32}                                                                                                                           
{'loss': 0.1937, 'grad_norm': 0.5743908882141113, 'learning_rate': 0.00018392857142857143, 'epoch': 0.32}                                                                                                                           
{'loss': 0.1063, 'grad_norm': 0.2887915372848511, 'learning_rate': 0.0001838392857142857, 'epoch': 0.32}                                                                                                                            
{'loss': 0.1281, 'grad_norm': 0.36547672748565674, 'learning_rate': 0.00018375, 'epoch': 0.33}                                                                                                                                      
{'loss': 0.1628, 'grad_norm': 0.4121991693973541, 'learning_rate': 0.0001836607142857143, 'epoch': 0.33}                                                                                                                            
{'loss': 0.1491, 'grad_norm': 0.3492487072944641, 'learning_rate': 0.00018357142857142858, 'epoch': 0.33}                                                                                                                           
{'loss': 0.0885, 'grad_norm': 0.2411666065454483, 'learning_rate': 0.00018348214285714287, 'epoch': 0.33}                                                                                                                           
{'loss': 0.1506, 'grad_norm': 0.2969232499599457, 'learning_rate': 0.00018339285714285715, 'epoch': 0.33}                                                                                                                           
{'loss': 0.1591, 'grad_norm': 0.40622755885124207, 'learning_rate': 0.00018330357142857143, 'epoch': 0.33}                                                                                                                          
{'loss': 0.2353, 'grad_norm': 0.5706851482391357, 'learning_rate': 0.0001832142857142857, 'epoch': 0.34}                                                                                                                            
{'loss': 0.1922, 'grad_norm': 0.4635809063911438, 'learning_rate': 0.00018312500000000002, 'epoch': 0.34}                                                                                                                           
{'loss': 0.1503, 'grad_norm': 0.30777236819267273, 'learning_rate': 0.0001830357142857143, 'epoch': 0.34}                                                                                                                           
{'loss': 0.1803, 'grad_norm': 0.5105003714561462, 'learning_rate': 0.00018294642857142858, 'epoch': 0.34}                                                                                                                           
{'loss': 0.1544, 'grad_norm': 0.33823010325431824, 'learning_rate': 0.00018285714285714286, 'epoch': 0.34}                                                                                                                          
{'loss': 0.1942, 'grad_norm': 0.45670318603515625, 'learning_rate': 0.00018276785714285715, 'epoch': 0.34}                                                                                                                          
{'loss': 0.0851, 'grad_norm': 0.2626982033252716, 'learning_rate': 0.00018267857142857143, 'epoch': 0.35}                                                                                                                           
{'loss': 0.1383, 'grad_norm': 0.3319469690322876, 'learning_rate': 0.00018258928571428574, 'epoch': 0.35}                                                                                                                           
{'loss': 0.2403, 'grad_norm': 0.6789451241493225, 'learning_rate': 0.0001825, 'epoch': 0.35}                                                                                                                                        
{'loss': 0.1439, 'grad_norm': 0.3091430962085724, 'learning_rate': 0.0001824107142857143, 'epoch': 0.35}                                                                                                                            
