img_path,label
../datasets/cifar_10/train/airplane\0398.png,airplane
../datasets/cifar_10/train/airplane\0399.png,airplane
../datasets/cifar_10/train/airplane\0400.png,airplane
../datasets/cifar_10/train/airplane\0401.png,airplane
../datasets/cifar_10/train/airplane\0402.png,airplane
../datasets/cifar_10/train/airplane\0403.png,airplane
../datasets/cifar_10/train/airplane\0404.png,airplane
../datasets/cifar_10/train/airplane\0405.png,airplane
../datasets/cifar_10/train/airplane\0406.png,airplane
../datasets/cifar_10/train/airplane\0407.png,airplane
../datasets/cifar_10/train/airplane\0408.png,airplane
../datasets/cifar_10/train/airplane\0409.png,airplane
../datasets/cifar_10/train/airplane\0410.png,airplane
../datasets/cifar_10/train/airplane\0411.png,airplane
../datasets/cifar_10/train/airplane\0412.png,airplane
../datasets/cifar_10/train/airplane\0413.png,airplane
../datasets/cifar_10/train/airplane\0414.png,airplane
../datasets/cifar_10/train/airplane\0415.png,airplane
../datasets/cifar_10/train/airplane\0416.png,airplane
../datasets/cifar_10/train/airplane\0417.png,airplane
../datasets/cifar_10/train/airplane\0418.png,airplane
../datasets/cifar_10/train/airplane\0419.png,airplane
../datasets/cifar_10/train/airplane\0420.png,airplane
../datasets/cifar_10/train/airplane\0421.png,airplane
../datasets/cifar_10/train/airplane\0422.png,airplane
../datasets/cifar_10/train/airplane\0423.png,airplane
../datasets/cifar_10/train/airplane\0424.png,airplane
../datasets/cifar_10/train/airplane\0425.png,airplane
../datasets/cifar_10/train/airplane\0426.png,airplane
../datasets/cifar_10/train/airplane\0427.png,airplane
../datasets/cifar_10/train/airplane\0428.png,airplane
../datasets/cifar_10/train/airplane\0429.png,airplane
../datasets/cifar_10/train/airplane\0430.png,airplane
../datasets/cifar_10/train/airplane\0431.png,airplane
../datasets/cifar_10/train/airplane\0432.png,airplane
../datasets/cifar_10/train/airplane\0433.png,airplane
../datasets/cifar_10/train/airplane\0434.png,airplane
../datasets/cifar_10/train/airplane\0435.png,airplane
../datasets/cifar_10/train/airplane\0436.png,airplane
../datasets/cifar_10/train/airplane\0437.png,airplane
../datasets/cifar_10/train/airplane\0438.png,airplane
../datasets/cifar_10/train/airplane\0439.png,airplane
../datasets/cifar_10/train/airplane\0440.png,airplane
../datasets/cifar_10/train/airplane\0441.png,airplane
../datasets/cifar_10/train/airplane\0442.png,airplane
../datasets/cifar_10/train/airplane\0443.png,airplane
../datasets/cifar_10/train/airplane\0444.png,airplane
../datasets/cifar_10/train/airplane\0445.png,airplane
../datasets/cifar_10/train/airplane\0446.png,airplane
../datasets/cifar_10/train/airplane\0447.png,airplane
../datasets/cifar_10/train/airplane\0448.png,airplane
../datasets/cifar_10/train/airplane\0449.png,airplane
../datasets/cifar_10/train/airplane\0450.png,airplane
../datasets/cifar_10/train/airplane\0451.png,airplane
../datasets/cifar_10/train/airplane\0452.png,airplane
../datasets/cifar_10/train/airplane\0453.png,airplane
../datasets/cifar_10/train/airplane\0454.png,airplane
../datasets/cifar_10/train/airplane\0455.png,airplane
../datasets/cifar_10/train/airplane\0456.png,airplane
../datasets/cifar_10/train/airplane\0457.png,airplane
../datasets/cifar_10/train/airplane\0458.png,airplane
../datasets/cifar_10/train/airplane\0459.png,airplane
../datasets/cifar_10/train/airplane\0460.png,airplane
../datasets/cifar_10/train/airplane\0461.png,airplane
../datasets/cifar_10/train/airplane\0462.png,airplane
../datasets/cifar_10/train/airplane\0463.png,airplane
../datasets/cifar_10/train/airplane\0464.png,airplane
../datasets/cifar_10/train/airplane\0465.png,airplane
../datasets/cifar_10/train/airplane\0466.png,airplane
../datasets/cifar_10/train/airplane\0467.png,airplane
../datasets/cifar_10/train/airplane\0468.png,airplane
../datasets/cifar_10/train/airplane\0469.png,airplane
../datasets/cifar_10/train/airplane\0470.png,airplane
../datasets/cifar_10/train/airplane\0471.png,airplane
../datasets/cifar_10/train/airplane\0472.png,airplane
../datasets/cifar_10/train/airplane\0473.png,airplane
../datasets/cifar_10/train/airplane\0474.png,airplane
../datasets/cifar_10/train/airplane\0475.png,airplane
../datasets/cifar_10/train/airplane\0476.png,airplane
../datasets/cifar_10/train/airplane\0477.png,airplane
../datasets/cifar_10/train/airplane\0478.png,airplane
../datasets/cifar_10/train/airplane\0479.png,airplane
../datasets/cifar_10/train/airplane\0480.png,airplane
../datasets/cifar_10/train/airplane\0481.png,airplane
../datasets/cifar_10/train/airplane\0482.png,airplane
../datasets/cifar_10/train/airplane\0483.png,airplane
../datasets/cifar_10/train/airplane\0484.png,airplane
../datasets/cifar_10/train/airplane\0485.png,airplane
../datasets/cifar_10/train/airplane\0486.png,airplane
../datasets/cifar_10/train/airplane\0487.png,airplane
../datasets/cifar_10/train/airplane\0488.png,airplane
../datasets/cifar_10/train/airplane\0489.png,airplane
../datasets/cifar_10/train/airplane\0490.png,airplane
../datasets/cifar_10/train/airplane\0491.png,airplane
../datasets/cifar_10/train/airplane\0492.png,airplane
../datasets/cifar_10/train/airplane\0493.png,airplane
../datasets/cifar_10/train/airplane\0494.png,airplane
../datasets/cifar_10/train/airplane\0495.png,airplane
../datasets/cifar_10/train/airplane\0496.png,airplane
../datasets/cifar_10/train/airplane\0497.png,airplane
../datasets/cifar_10/train/airplane\0498.png,airplane
../datasets/cifar_10/train/airplane\0499.png,airplane
../datasets/cifar_10/train/airplane\0500.png,airplane
../datasets/cifar_10/train/airplane\0501.png,airplane
../datasets/cifar_10/train/airplane\0502.png,airplane
../datasets/cifar_10/train/airplane\0503.png,airplane
../datasets/cifar_10/train/airplane\0504.png,airplane
../datasets/cifar_10/train/airplane\0505.png,airplane
../datasets/cifar_10/train/airplane\0506.png,airplane
../datasets/cifar_10/train/airplane\0507.png,airplane
../datasets/cifar_10/train/airplane\0508.png,airplane
../datasets/cifar_10/train/airplane\0509.png,airplane
../datasets/cifar_10/train/airplane\0510.png,airplane
../datasets/cifar_10/train/airplane\0511.png,airplane
../datasets/cifar_10/train/airplane\0512.png,airplane
../datasets/cifar_10/train/airplane\0513.png,airplane
../datasets/cifar_10/train/airplane\0514.png,airplane
../datasets/cifar_10/train/airplane\0515.png,airplane
../datasets/cifar_10/train/airplane\0516.png,airplane
../datasets/cifar_10/train/airplane\0517.png,airplane
../datasets/cifar_10/train/airplane\0518.png,airplane
../datasets/cifar_10/train/airplane\0519.png,airplane
../datasets/cifar_10/train/airplane\0520.png,airplane
../datasets/cifar_10/train/airplane\0521.png,airplane
../datasets/cifar_10/train/airplane\0522.png,airplane
../datasets/cifar_10/train/airplane\0523.png,airplane
../datasets/cifar_10/train/airplane\0524.png,airplane
../datasets/cifar_10/train/airplane\0525.png,airplane
../datasets/cifar_10/train/airplane\0526.png,airplane
../datasets/cifar_10/train/airplane\0527.png,airplane
../datasets/cifar_10/train/airplane\0528.png,airplane
../datasets/cifar_10/train/airplane\0529.png,airplane
../datasets/cifar_10/train/airplane\0530.png,airplane
../datasets/cifar_10/train/airplane\0531.png,airplane
../datasets/cifar_10/train/airplane\0532.png,airplane
../datasets/cifar_10/train/airplane\0533.png,airplane
../datasets/cifar_10/train/airplane\0534.png,airplane
../datasets/cifar_10/train/airplane\0535.png,airplane
../datasets/cifar_10/train/airplane\0536.png,airplane
../datasets/cifar_10/train/airplane\0537.png,airplane
../datasets/cifar_10/train/airplane\0538.png,airplane
