,task_id,func_name,text1,text2,result,inference_time,timestamp
29,01_unnecessary_prints,get_prob,print(txt_files),,0.38888922,0.031,1790413844.062
30,01_unnecessary_prints,get_prob,print(function_result),,0.2224839,0.031,1790413844.093
31,01_unnecessary_prints,get_prob,"print(""최종 반환:"", result)",,0.25354993,0.031,1790413844.14
32,01_similar_variables,get_embedding,baz2,,"[-8.90084386e-01  3.32919312e+00  6.18859828e-01  2.17297602e+00
 -8.86849016e-02 -1.59143925e+00 -7",0.047,1790413846.062
33,01_similar_variables,get_embedding,vector_store,,"[ 0.429427   -1.142091   -0.6932076   1.5635437  -1.3523245  -1.1259739
  0.7096351  -1.7533267  -0.",0.031,1790413846.109
34,01_similar_variables,get_embedding,email_preview_text_v3,,"[ 6.68958545e-01 -1.89603877e+00 -4.93422508e-01  2.60268778e-01
 -1.44141102e+00  2.78643107e+00 -9",0.031,1790413846.14
35,01_similar_variables,get_embedding,response_request_id,,"[-1.28525746e+00  1.31451225e+00  1.39405921e-01  1.11460519e+00
 -1.83092940e+00  3.05801988e+00 -3",0.031,1790413846.187
36,01_similar_variables,get_embedding,classify_pdf_text,,"[ 1.26820326e+00 -2.27566361e+00 -1.49996102e-01 -5.09930253e-01
 -5.93144834e-01  9.28764164e-01  8",0.031,1790413846.234
37,01_similar_variables,get_embedding,get_current_user_profile,,"[-0.4194455   0.8839443   1.3177809   0.15347303  1.394424    0.5897619
 -1.4986352  -1.4331204   1.",0.031,1790413846.265
38,01_similar_variables,get_embedding,validate_product_catalog,,"[-1.53590989e+00 -4.91599470e-01 -6.47823751e-01  7.58943036e-02
  1.58966750e-01  1.41796708e+00 -6",0.031,1790413846.312
39,01_similar_variables,get_embedding,compile_return_request,,"[-9.84063089e-01  5.42490900e-01 -2.11136889e+00  1.73755836e+00
  3.51168245e-01  1.12247360e+00  3",0.031,1790413846.359
40,01_similar_variables,get_embedding,read_primary_threat_score,,"[ 1.36407197e+00  8.68189156e-01  1.47396767e+00 -7.03950524e-01
 -8.08133066e-01  3.40233088e+00 -1",0.047,1790413846.406
41,01_similar_variables,get_embedding,serialize_file_metadata,,"[-1.07457852e+00 -6.20119929e-01 -4.20426100e-01  3.00039887e+00
 -2.53872466e+00  4.92246002e-01  3",0.031,1790413846.452
42,01_similar_variables,get_embedding,PRESERVED_WORDS,,"[ 4.11699750e-02 -2.06520844e+00  7.34302521e-01  5.64752698e-01
 -2.50048113e+00 -3.72730345e-01 -1",0.031,1790413846.499
43,01_similar_variables,get_embedding,QUOTES,,"[ 2.61881757e+00  3.45353305e-01  7.85886288e-01  2.39213705e+00
 -9.69635308e-01 -1.29827052e-01 -9",0.031,1790413846.546
44,01_similar_variables,get_embedding,TWO_DOUBLE_QUOTES,,"[-7.16917098e-01  1.41486645e+00  9.08723295e-01  2.95938325e+00
 -1.29881656e+00  1.89860597e-01  2",0.031,1790413846.593
45,01_similar_variables,get_embedding,QUOTES_BOUND,,"[ 8.01893592e-01 -4.36861098e-01 -2.84720957e-01  2.04953241e+00
  5.96810341e-01 -7.94420391e-02  1",0.031,1790413846.64
46,01_similar_variables,get_embedding,ANY_CONST_OR_VAR,,"[ 6.1995357e-01  2.3524380e-01  3.2566106e+00  1.5858037e+00
 -2.4012723e+00 -8.9107543e-01 -1.54337",0.047,1790413846.687
47,01_similar_variables,get_embedding,result,,"[ 1.5347008  -0.1686068  -1.9471003   0.2492498  -0.3242108   0.9880946
 -2.0051591   0.5596011  -0.",0.031,1790413846.734
48,01_similar_variables,get_embedding,final_review,,"[ 2.61442471e+00 -1.00040090e+00  5.64841852e-02 -2.46963948e-01
  2.08219123e+00  3.89536142e-01  1",0.031,1790413846.859
49,01_similar_variables,get_embedding,py_file_path,,"[ 3.7514025e-01 -1.9212404e+00  4.5177299e-01  1.0521677e+00
 -1.0181907e+00 -1.0462371e+00  7.27230",0.047,1790413846.921
50,01_similar_variables,get_embedding,human_friendly_review,,"[ 9.28369820e-01 -2.46214557e+00  1.42372000e+00  1.40832543e+00
  1.47167134e+00  1.72553504e+00 -5",0.031,1790413846.968
51,01_similar_variables,get_embedding,info_key,,"[ 2.38853581e-02  2.49011759e-02  2.14110947e+00  1.43614876e+00
  4.97931063e-01 -1.70859694e+00 -7",0.047,1790413847.031
52,01_similar_variables,get_embedding,human_friendly_info_key,,"[-1.02575466e-01 -8.42306554e-01  3.21766877e+00  1.85939729e+00
 -1.05713628e-01 -7.97781885e-01 -1",0.031,1790413847.078
53,01_similar_variables,get_embedding,item,,"[-9.08213913e-01 -2.92136979e+00  2.84422547e-01  7.18652904e-01
 -9.79859650e-01 -6.89898014e-01 -1",0.047,1790413847.156
54,01_similar_variables,get_embedding,replaced_newline_str,,"[ 1.05329847e+00 -6.30604088e-01 -1.13282144e+00  1.26949811e+00
 -1.28330886e+00 -5.77022076e-01  1",0.031,1790413847.249
55,01_similar_variables,get_embedding,readline,,"[ 1.41657138e+00 -9.44104850e-01  3.73502791e-01  7.25697398e-01
  4.28272784e-01 -1.36851978e+00 -8",0.031,1790413847.296
56,01_similar_variables,get_embedding,token,,"[-8.07368040e-01 -3.77380043e-01  1.99215257e+00 -3.47622037e-01
  4.92149562e-01  1.71701109e+00 -5",0.031,1790413847.359
57,01_similar_variables,get_embedding,lines,,"[ 1.68852997e+00  2.66596586e-01  4.01999593e-01  1.95587444e+00
  9.29876342e-02 -1.54977286e+00 -3",0.031,1790413847.421
58,01_similar_variables,get_embedding,line,,"[ 1.53047788e+00 -1.22487925e-01  9.62055981e-01  8.60010684e-01
 -1.87718883e-01 -2.59030294e+00  1",0.031,1790413847.499
59,01_similar_variables,get_embedding,pattern,,"[ 9.25288975e-01 -6.09584868e-01 -2.09464049e+00  1.78539991e+00
 -7.11421192e-01 -1.15435922e+00 -8",0.031,1790413847.562
60,01_similar_variables,get_embedding,matched_lines,,"[ 2.58890390e+00  9.64760602e-01 -2.35214686e+00  1.17483735e+00
  7.24937737e-01 -2.96590161e+00  1",0.031,1790413847.624
61,01_similar_variables,get_embedding,tokens,,"[ 8.04589465e-02 -2.85570526e+00 -3.89215723e-02  1.03268647e+00
  3.20061445e-01 -8.62734020e-01 -1",0.031,1790413847.796
62,01_similar_variables,get_embedding,dist,,"[ 1.53615201e+00 -1.08901441e-01  2.14194226e+00 -3.70641440e-01
 -1.69513953e+00  5.92588127e-01 -3",0.031,1790413847.874
63,01_similar_variables,get_embedding,py_code,,"[ 5.96065462e-01 -1.03675866e+00  1.19851017e+00  1.93874741e+00
 -2.00525329e-01 -6.18516207e-01 -1",0.031,1790413847.968
64,01_similar_variables,get_embedding,parsed_py_code,,"[ 1.64295268e+00 -5.24748325e-01 -1.21510124e+00  1.73179412e+00
 -9.35230479e-02  1.38550997e+00 -3",0.031,1790413848.062
65,01_similar_variables,get_embedding,max_line_no,,"[-2.04658675e+00 -1.34135950e+00  4.01176661e-01  1.94745505e+00
  1.54128814e+00 -1.80273569e+00  1",0.047,1790413848.124
66,01_similar_variables,get_embedding,function_name_by_line,,"[-5.63831210e-01 -4.03236365e-03 -4.18562293e-01  1.39291811e+00
 -6.70471609e-01 -1.06393063e+00  9",0.031,1790413848.187
67,01_similar_variables,get_embedding,start_line_no,,"[ 0.6824702   0.8493672   2.6105616  -0.19105826  0.36297226  0.0331803
  0.38833088  1.9687841   0.",0.031,1790413848.281
68,01_similar_variables,get_embedding,end_line_no,,"[-1.6518681   0.07257325  1.5589033   0.8066557   0.5281749  -1.6132557
  0.5319819  -0.67491657 -1.",0.047,1790413848.359
69,01_similar_variables,get_embedding,py_file_path_,,"[-6.21487260e-01 -9.45142388e-01  5.37423670e-01  1.09945440e+00
 -1.04926872e+00 -1.01802254e+00  1",0.031,1790413848.484
70,01_similar_variables,get_embedding,class_name_by_line,,"[-8.21813881e-01 -1.20564651e+00 -9.58323479e-01  1.07947159e+00
 -1.07169998e+00 -5.82736075e-01  3",0.031,1790413848.734
71,01_similar_variables,get_embedding,defined_info,,"[-8.60009372e-01 -1.97227806e-01  2.14900446e+00  8.79261792e-01
 -2.07646108e+00 -1.01063228e+00 -1",0.031,1790413849.093
72,01_similar_variables,get_embedding,used_info,,"[-2.65323639e-01 -2.01543784e+00  1.56939852e+00 -8.83835778e-02
  1.27802181e+00 -4.74468619e-01 -5",0.031,1790413849.171
73,01_similar_variables,get_embedding,line_no,,"[-7.19136596e-01  1.18543398e+00  8.05099607e-01  6.15893424e-01
  1.12823701e+00 -1.81334329e+00  8",0.031,1790413849.296
74,01_similar_variables,get_embedding,func_name,,"[-1.076417   -0.47288686  0.47875303  1.1974373  -2.7112901   1.2139822
 -1.0890846   1.6216564   1.",0.031,1790413849.374
75,01_similar_variables,get_embedding,func_name_for_func_def,,"[-9.07172978e-01 -9.12228167e-01  4.88178223e-01  2.23544407e+00
 -3.72967172e+00  4.42025959e-01 -6",0.031,1790413849.468
76,01_similar_variables,get_embedding,info_key_for_func_def,,"[-2.05511284e+00 -4.43642497e-01  2.76570368e+00  2.60414743e+00
 -1.49674845e+00 -4.01293397e-01 -5",0.047,1790413849.593
77,01_similar_variables,get_embedding,import_infos,,"[ 2.1705426e-01  5.5604782e-02  1.2560316e+00  1.0174947e+00
 -3.9238047e-02 -1.3529679e+00  2.85968",0.031,1790413849.671
78,01_similar_variables,get_embedding,info,,"[-4.34993476e-01 -2.90544361e-01  2.04036927e+00  1.40880898e-01
 -8.04113209e-01 -1.98507226e+00 -1",0.031,1790413849.765
79,01_similar_variables,get_embedding,import_infos_with_type,,"[-1.43451905e+00  1.51981413e+00  2.96673387e-01  2.61757660e+00
 -5.66197336e-01 -2.50708342e-01  8",0.031,1790413849.843
80,01_similar_variables,get_embedding,name,,"[-4.10553306e-01 -7.22844601e-01 -1.72961548e-01 -3.79883647e-02
 -3.38058472e+00  1.99089098e+00 -8",0.031,1790413850.031
81,01_similar_variables,get_embedding,arg_names,,"[ 5.19986510e-01 -1.34440136e+00  3.20495903e-01  4.39850003e-01
 -2.34837914e+00  1.31539190e+00 -1",0.031,1790413850.109
82,01_similar_variables,get_embedding,arg_names_with_type,,"[-0.5558957  -0.39582163  0.30927286  0.70533943 -2.343525    1.4343566
 -0.85737187 -0.4129413  -0.",0.047,1790413850.203
83,01_similar_variables,get_embedding,arg_name,,"[ 1.14938295e+00 -7.81708837e-01  1.06989384e+00 -3.92010272e-01
 -2.14631391e+00  1.68181205e+00 -1",0.031,1790413850.296
84,01_similar_variables,get_embedding,constant_info,,"[-6.89599335e-01  2.32354671e-01  2.45017672e+00  1.15927494e+00
 -3.14595485e+00  9.51902848e-03 -1",0.031,1790413850.375
85,01_similar_variables,get_embedding,constant_with_type,,"[-8.80194724e-01  2.45575979e-01  1.92665124e+00  1.54138017e+00
 -2.25291562e+00  4.38885689e-01 -2",0.031,1790413850.665
86,01_similar_variables,get_embedding,function_bodies_info,,"[-2.90273666e+00  1.08134508e-01  1.18488908e+00  4.56134886e-01
 -9.43913341e-01 -9.27665949e-01 -3",0.047,1790413850.758
87,01_similar_variables,get_embedding,function_name,,"[-8.02622437e-01 -2.95033306e-01  6.52253687e-01  7.28674173e-01
 -2.19717169e+00  8.91892791e-01 -8",0.031,1790413851.008
88,01_similar_variables,get_embedding,function_body,,"[ 0.676202   -1.2770107  -0.43922406  1.7214463  -0.9554895  -0.50315034
 -0.4719575  -0.2168765  -0",0.031,1790413851.102
89,01_similar_variables,get_embedding,line_idx,,"[-3.98179621e-01 -5.39735854e-01  9.31397438e-01  8.30799282e-01
  4.29877609e-01 -2.16646242e+00  9",0.031,1790413851.586
90,01_similar_variables,get_embedding,lines_to_search,,"[-4.43909429e-02 -1.27006423e+00 -2.41307449e+00 -2.94182729e-02
  1.10451686e+00 -1.55034447e+00  2",0.047,1790413851.759
91,01_similar_variables,get_embedding,matched,,"[ 8.35272968e-02  1.81651056e+00  7.92565420e-02  2.55335617e+00
 -8.84927750e-01 -1.58991110e+00  1",0.032,1790413851.883
92,01_similar_variables,get_embedding,matched_text,,"[ 1.6834853  -1.3541106  -1.7319225   0.4082788  -0.25542647 -1.3224046
 -0.48752552 -0.12483463 -0.",0.028,1790413851.994
93,01_similar_variables,get_embedding,matched_groups,,"[-7.60623336e-01  2.16023493e+00 -3.18892747e-01  4.17181626e-02
 -3.21988761e-01  3.55197042e-01  8",0.047,1790413852.112
94,01_similar_variables,get_embedding,lines_to_show,,"[-7.79265523e-01 -1.59868622e+00 -1.67780614e+00 -4.49986398e-01
  9.72178042e-01 -1.34850025e+00 -6",0.031,1790413852.284
95,01_similar_variables,get_embedding,is_matched,,"[-6.43624604e-01  3.27467656e+00  9.54330444e-01  1.07877278e+00
 -1.06079020e-01 -8.30043435e-01 -5",0.031,1790413852.455
96,01_similar_variables,get_embedding,is_file_line_matched,,"[ 2.91037738e-01  4.16665554e-01 -9.42003369e-01  8.05397272e-01
  1.13384187e+00 -2.23793530e+00  1",0.036,1790413852.553
97,01_similar_variables,get_embedding,final_result_dict,,"[ 6.68086469e-01 -9.42281067e-01 -2.18997455e+00  7.93619037e-01
 -1.09054124e+00 -1.17384446e+00 -2",0.04,1790413853.042
98,01_similar_variables,get_embedding,str_pattern_1,,"[ 3.89256269e-01 -5.47469020e-01 -8.59185338e-01  1.02006650e+00
 -1.48795828e-01  8.18415761e-01  5",0.031,1790413853.158
99,01_similar_variables,get_embedding,str_pattern_2,,"[ 6.85236827e-02 -2.12279662e-01 -1.58837128e+00  7.43574202e-01
  4.06412184e-01  8.61993372e-01  3",0.032,1790413853.278
100,01_similar_variables,get_embedding,regex,,"[ 5.32796144e-01 -7.10756958e-01 -1.16200447e+00  2.02738747e-01
 -6.68885410e-01  1.02309026e-01 -7",0.031,1790413853.391
101,01_similar_variables,get_embedding,last_if_elif_line_idx,,"[-4.66931254e-01  6.98731959e-01  9.78549719e-01  1.84851146e+00
  2.41644120e+00 -2.09870386e+00  7",0.031,1790413853.708
102,01_similar_variables,get_embedding,current_if_elifs,,"[-8.23130548e-01 -3.25391471e-01 -5.66854656e-01 -1.17017531e+00
  1.62153709e+00 -1.95232868e+00 -3",0.031,1790413853.817
103,01_similar_variables,get_embedding,keyword,,"[-6.66507721e-01 -1.72723043e+00 -1.56899178e+00  6.94767177e-01
  4.10123348e-01  2.88342804e-01 -8",0.047,1790413854.29
104,01_similar_variables,get_embedding,var_name,,"[ 1.16706312e-01 -3.71294928e+00 -3.22669923e-01  8.05245996e-01
 -2.18433428e+00  8.86566043e-01 -1",0.031,1790413854.399
105,01_similar_variables,get_embedding,checks,,"[ 1.43803477e-01 -5.25021255e-01  1.46446288e+00 -3.14977080e-01
  6.83621705e-01 -6.27088606e-01 -1",0.031,1790413854.817
106,01_similar_variables,get_embedding,python_basics_result,,"[ 1.02258730e+00 -1.04462788e-01 -3.34687442e-01  1.75079212e-01
 -8.82809684e-02  2.07905665e-01 -8",0.032,1790413855.831
107,01_similar_variables,get_embedding,basic_convention_result,,"[-5.44850826e-01 -2.71549702e-01 -1.09081936e+00  1.39046407e+00
  1.79209843e-01  1.36620331e+00 -2",0.031,1790413855.957
108,01_similar_variables,get_embedding,simplification_result,,"[ 1.39417982e+00 -2.16521755e-01 -1.51906049e+00 -2.82270819e-01
 -1.80412865e+00  5.38948953e-01 -2",0.036,1790413856.084
109,01_similar_variables,get_embedding,other_pythonic_result,,"[-4.22752231e-01  2.64926553e-01 -2.36124468e+00  2.02030230e+00
 -2.22450161e+00 -6.32269025e-01 -4",0.047,1790413856.209
110,01_similar_variables,get_embedding,exceptions_result,,"[-7.71442205e-02  6.63065687e-02 -1.03770781e+00  1.04378045e+00
 -5.90870380e-01  1.22289813e+00 -4",0.05,1790413856.373
111,01_similar_variables,get_embedding,cohesiveness_and_class_result,,"[-6.66620076e-01  1.02114475e+00 -6.02142394e-01  1.25010478e+00
 -1.72415364e+00 -5.94377741e-02 -1",0.04,1790413856.517
112,01_similar_variables,get_embedding,final_result,,"[ 2.03794694e+00 -1.77807696e-02 -8.08523178e-01 -4.80258942e-01
  4.84483242e-01 -1.24407578e+00 -8",0.031,1790413856.659
113,01_similar_variables,get_embedding,file_name_format,,"[ 1.48530138e+00 -3.20025420e+00  2.28444844e-01 -3.26335460e-01
 -3.25033212e+00  8.95492017e-01  5",0.031,1790413856.878
114,01_similar_variables,get_embedding,import_info,,"[ 5.59489369e-01 -4.95084286e-01  9.05141532e-01  4.24054801e-01
  3.22491556e-01 -1.12463033e+00 -3",0.047,1790413857.21
115,01_similar_variables,get_embedding,body_1_lines,,"[ 2.57872844e+00 -8.78484607e-01 -7.19117761e-01  9.16365087e-01
  1.46919227e+00 -2.73654193e-01  4",0.031,1790413857.43
116,01_similar_variables,get_embedding,body_2_lines,,"[ 1.21355760e+00 -7.05441833e-01 -8.70225966e-01  1.33201110e+00
  1.60909402e+00 -1.19205940e+00  1",0.035,1790413857.662
117,01_similar_variables,get_embedding,seq_matcher,,"[ 1.97365034e+00 -7.63698041e-01 -1.29578531e+00  1.38870716e+00
  1.91928998e-01 -1.52095333e-01  1",0.038,1790413857.9
118,01_similar_variables,get_embedding,cond_lcs_1,,"[ 5.62637448e-01 -1.11607277e+00  1.52076662e+00  9.46772397e-01
  8.00502300e-01 -1.36588383e+00  1",0.047,1790413858.057
119,01_similar_variables,get_embedding,cond_lcs_2,,"[-6.05156183e-01  8.69276524e-01  1.35809636e+00  9.80777740e-01
  2.12962389e+00 -1.59087121e+00  1",0.036,1790413858.208
120,01_similar_variables,get_embedding,cond_lcs_3,,"[-1.97301894e-01  9.84731674e-01  1.90252161e+00  7.93815494e-01
  1.51468492e+00 -1.04269218e+00  9",0.031,1790413858.336
121,01_similar_variables,get_embedding,imported_dict,,"[ 1.14458311e+00 -1.68416202e+00 -1.03714168e+00  2.70443225e+00
  7.54864275e-01  5.90141237e-01 -7",0.032,1790413858.59
122,01_similar_variables,get_embedding,all_unused_list,,"[-2.0340292e+00 -2.3998916e-01 -2.5601482e-01 -4.6123344e-01
  9.0690172e-01 -4.6957010e-01 -9.04273",0.047,1790413859.131
123,01_similar_variables,get_embedding,defined_info_list,,"[-2.31796956e+00  6.90407157e-01  1.36044371e+00  2.95088976e-03
  8.53414387e-02 -1.63065359e-01 -1",0.031,1790413859.282
124,01_similar_variables,get_embedding,used_names,,"[ 3.3128670e-01  3.0340600e-01  1.1137640e+00  9.0488940e-01
 -2.4033794e+00  7.3414028e-01 -3.51054",0.031,1790413859.427
125,01_similar_variables,get_embedding,defined_names,,"[-1.24677467e+00 -5.91729403e-01  1.48099649e+00  1.50567245e+00
 -2.95537019e+00  3.92408259e-02  3",0.028,1790413859.568
126,01_similar_variables,get_embedding,defined_set,,"[-1.0758045   0.00487942  1.6827377   0.67130244 -0.6138526  -1.7858016
 -0.99369335 -1.4452833  -0.",0.032,1790413859.802
127,01_similar_variables,get_embedding,used_set,,"[-1.89711660e-01 -7.65176266e-02  2.60748148e+00 -1.00864494e+00
  7.26921499e-01 -1.15562904e+00 -4",0.031,1790413859.943
128,01_similar_variables,get_embedding,unused_set,,"[-8.6141753e-01 -9.9962956e-01  1.5309235e+00 -8.1426841e-01
 -2.7990770e-01 -1.2127085e+00  1.42163",0.031,1790413860.099
129,01_similar_variables,get_embedding,unused_list,,"[-0.9744494   0.60657364  0.12517636 -0.30120125  0.6009719  -0.3624252
 -0.7140441  -2.1203055  -1.",0.031,1790413860.24
130,01_similar_variables,get_embedding,text_embedding_model,,"[-5.65367043e-02  2.91983753e-01 -2.27913284e+00  1.01888263e+00
 -1.31352186e+00 -1.12862265e+00  1",0.046,1790413860.514
131,01_similar_variables,get_embedding,re_logger,,"[-1.59628582e+00 -1.47613513e+00 -4.07293707e-01  2.01016760e+00
 -3.57245624e-01  5.96265420e-02 -2",0.038,1790413860.799
132,01_similar_variables,get_embedding,re_print,,"[ 4.72393841e-01 -7.50501335e-01  2.22400713e+00 -2.97285259e-01
  1.54597014e-01 -6.20414615e-01  2",0.047,1790413860.957
133,01_similar_variables,get_embedding,py_code_lines,,"[ 5.65852365e-03 -3.50223005e-01  8.75116765e-01  2.40355849e+00
  1.09707248e+00 -1.91241097e+00  5",0.031,1790413861.329
134,01_similar_variables,get_embedding,logger_loggings,,"[ 2.61814687e-02 -8.87662113e-01 -1.60995781e+00  2.10038686e+00
 -6.74921453e-01  1.05369270e-01  8",0.031,1790413861.47
135,01_similar_variables,get_embedding,prints,,"[ 1.76789129e+00 -1.61768913e+00  1.77503109e+00  1.52054405e+00
 -1.28225529e+00 -7.84509242e-01  6",0.031,1790413861.861
136,01_similar_variables,get_embedding,print_types,,"[-2.2183785e+00 -8.8554782e-01  2.1864662e+00  2.6131866e+00
 -2.4436846e+00 -3.3397949e-01 -1.19531",0.031,1790413862.226
137,01_similar_variables,get_embedding,print_collection,,"[-1.97231805e+00 -1.48514438e+00 -1.33968174e+00  9.53804135e-01
 -5.92597961e-01 -1.51477432e+00 -5",0.047,1790413862.39
138,01_similar_variables,get_embedding,print_type,,"[-8.51646066e-01 -1.93785739e+00  2.79674482e+00  1.28414989e+00
 -2.79678726e+00  5.96460342e-01 -6",0.047,1790413862.538
139,01_similar_variables,get_embedding,defined_constant_names,,"[ 1.95100401e-02 -6.16174996e-01  2.16371679e+00  2.04042363e+00
 -3.15104270e+00  1.71698654e+00 -7",0.04,1790413863.182
140,01_similar_variables,get_embedding,repeated_long_strs,,"[ 1.90494490e+00 -5.31696439e-01 -1.83839417e+00  2.11638165e+00
  9.86216009e-01 -2.84218669e-01  5",0.049,1790413863.372
141,01_similar_variables,get_embedding,simplified_function_body_list,,"[-1.41987219e-01 -1.00994205e+00 -1.68495059e+00  1.47987044e+00
 -3.57014328e-01  3.14059168e-01 -2",0.04,1790413863.557
142,01_similar_variables,get_embedding,constant_value_info,,"[-3.32738400e-01  2.81190366e-01  2.76910448e+00  3.63453805e-01
 -2.82426858e+00  1.06352711e+00 -7",0.031,1790413864.229
143,01_similar_variables,get_embedding,defind_constants_info,,"[-2.45409894e+00 -6.14861190e-01  6.68049932e-01  1.05370402e+00
 -2.94122338e+00 -7.36655831e-01 -1",0.045,1790413864.435
144,01_similar_variables,get_embedding,func,,"[ 1.62308991e+00  1.00144279e+00  9.93758857e-01  4.81706709e-01
 -1.94204438e+00  6.73496246e-01 -1",0.031,1790413864.788
145,01_similar_variables,get_embedding,info_list,,"[-5.30901551e-01  3.74376088e-01  1.97330344e+00 -4.06261146e-01
  1.08720243e+00 -1.19437385e+00  5",0.031,1790413864.976
146,01_similar_variables,get_embedding,long_constant_value_info,,"[-2.67906815e-01 -5.86565912e-01  1.71030581e+00  1.91467851e-01
 -1.25955746e-01  5.28031051e-01 -4",0.049,1790413865.168
147,01_similar_variables,get_embedding,function_body_items,,"[ 0.03750407 -1.6317455  -1.5900853   2.0956037   0.12003635 -0.75812227
 -0.7813987  -0.9318412  -0",0.028,1790413866.969
148,01_similar_variables,get_embedding,start_line,,"[ 2.41067886e+00  4.05037493e-01  1.96714628e+00 -8.49433720e-01
 -6.66234970e-01 -6.19006634e-01 -3",0.039,1790413867.596
149,01_similar_variables,get_embedding,simplified_body,,"[ 2.15843868e+00 -6.64254963e-01 -1.98682082e+00  1.91852093e+00
 -1.45234525e+00  4.43901420e-01  2",0.04,1790413867.79
150,01_similar_variables,get_embedding,existing_simplified_body,,"[ 1.86450315e+00  8.41641963e-01 -1.67435062e+00  1.12123942e+00
 -6.50438145e-02 -6.84186935e-01  3",0.037,1790413867.988
151,01_similar_variables,get_embedding,text_embedding_logs,,"[ 8.98420691e-01 -9.50572550e-01 -3.11206269e+00  2.96085954e+00
 -5.69813073e-01 -1.54991555e+00  9",0.038,1790413868.178
152,01_similar_variables,get_embedding,all_similar_text_pairs,,"[ 1.13272345e+00  1.82792991e-01 -3.56083691e-01  1.19053578e+00
  9.60546494e-01  5.37799112e-02  6",0.028,1790413868.369
153,01_similar_variables,get_embedding,embedding_vector,,"[ 1.00918281e+00 -3.30205083e+00  3.04555148e-01  1.72607100e+00
 -1.28927553e+00 -5.56399286e-01  1",0.031,1790413869.106
154,01_similar_variables,get_embedding,cos_sim,,"[ 6.76693261e-01  2.31005335e+00  5.86070359e-01  2.13886690e+00
  2.65239298e-01  7.76796460e-01 -2",0.047,1790413869.278
155,01_similar_variables,get_embedding,all_variables_dict,,"[-1.82986391e+00 -1.23052633e+00  1.17339814e+00  1.26039100e+00
 -6.97217405e-01 -7.67184079e-01 -9",0.031,1790413869.743
156,01_similar_variables,get_embedding,variable_info,,"[-4.59030092e-01 -1.60654712e+00  2.99948716e+00  7.95886219e-01
 -2.34913182e+00 -9.96938884e-01 -9",0.047,1790413870.489
