,task_id,func_name,text1,text2,result,inference_time,timestamp
77,01_similar_variables,get_embedding,function_name,,"[-1.25736725e+00 -1.71142653e-01  9.19746578e-01  1.20831096e+00
 -2.29973459e+00  1.34755838e+00 -9",0.031,1790240645.481
78,01_similar_variables,get_embedding,function_body,,"[ 1.19510925e+00 -1.17141211e+00 -7.85899341e-01  2.60154033e+00
 -3.36959898e-01  5.08974381e-02 -1",0.047,1790240645.574
79,01_similar_variables,get_embedding,line_idx,,"[-3.85954201e-01 -2.69497454e-01  1.12730896e+00  1.06353499e-01
 -2.85994053e-01 -1.77306688e+00  9",0.031,1790240646.012
80,01_similar_variables,get_embedding,lines_to_search,,"[-8.08395073e-02 -1.09404922e+00 -2.43999362e+00 -1.93043828e-01
  1.29045022e+00 -1.30851638e+00 -5",0.031,1790240646.152
81,01_similar_variables,get_embedding,matched,,"[-1.96974669e-02  2.08050799e+00 -4.04665858e-01  2.02318120e+00
 -1.33105493e+00 -7.87243545e-01 -6",0.031,1790240646.246
82,01_similar_variables,get_embedding,matched_text,,"[ 2.21408963e+00 -1.08134437e+00 -1.13848615e+00  8.54216456e-01
 -5.22720456e-01 -6.84233308e-01 -1",0.031,1790240646.34
83,01_similar_variables,get_embedding,matched_groups,,"[-7.94722617e-01  2.08863759e+00  4.96323884e-01  4.40584511e-01
 -2.31950283e-01  1.38376594e+00  4",0.031,1790240646.434
84,01_similar_variables,get_embedding,lines_to_show,,"[-5.76092243e-01 -1.40916252e+00 -1.52789235e+00 -7.01022923e-01
  1.30589867e+00 -1.48720527e+00 -1",0.031,1790240646.59
85,01_similar_variables,get_embedding,is_matched,,"[-1.07085824e+00  3.22007990e+00  7.83603251e-01  1.02952743e+00
 -2.55587995e-01 -9.83602047e-01 -1",0.031,1790240646.746
86,01_similar_variables,get_embedding,is_file_line_matched,,"[-2.79996216e-01  4.54842448e-01 -1.44628692e+00  2.13873342e-01
  1.59080756e+00 -2.46104717e+00  4",0.031,1790240646.84
87,01_similar_variables,get_embedding,final_result_dict,,"[ 4.03565407e-01 -9.04321969e-01 -2.39607120e+00  1.04011595e+00
 -1.67530799e+00  2.68741101e-01 -8",0.047,1790240647.23
88,01_similar_variables,get_embedding,str_pattern_1,,"[ 6.5438640e-01 -5.9764385e-01 -2.3348117e-01  1.1093779e+00
 -3.8843505e-02  4.2381197e-01 -2.87195",0.031,1790240647.324
89,01_similar_variables,get_embedding,str_pattern_2,,"[ 3.46282870e-01  2.32403919e-01 -8.65619361e-01  1.26218772e+00
  2.62786895e-01  6.80226266e-01 -2",0.047,1790240647.434
90,01_similar_variables,get_embedding,regex,,"[-9.53945637e-01 -1.68106273e-01 -1.32163048e+00 -1.36524558e-01
 -9.44930553e-01  2.57077754e-01 -1",0.031,1790240647.527
91,01_similar_variables,get_embedding,last_if_elif_line_idx,,"[-0.06976788  1.4663202   0.31352824  1.1781371   1.5371697  -2.4956758
  0.951703   -0.4288987   0.",0.031,1790240647.824
92,01_similar_variables,get_embedding,current_if_elifs,,"[-1.06236911e+00 -5.00012040e-01 -6.94313645e-01 -1.33332574e+00
  5.48170567e-01 -2.34051037e+00 -7",0.047,1790240647.933
93,01_similar_variables,get_embedding,keyword,,"[-1.66764641e+00 -1.57545459e+00 -1.35176933e+00  4.43545252e-01
  1.12266146e-01  2.76198834e-01 -1",0.047,1790240648.371
94,01_similar_variables,get_embedding,var_name,,"[ 1.51733086e-01 -3.25138164e+00 -8.43650103e-02  1.31502271e+00
 -2.35124397e+00  1.27830219e+00 -1",0.047,1790240648.48
95,01_similar_variables,get_embedding,checks,,"[-1.05748212e+00 -7.11369097e-01  1.20691454e+00 -6.37647212e-01
  5.03405392e-01 -4.42471914e-02 -2",0.031,1790240648.871
96,01_similar_variables,get_embedding,python_basics_result,,"[ 1.12694204e+00 -4.21834588e-01  3.27420861e-01  1.30256623e-01
 -3.79970998e-01  8.11295748e-01 -1",0.031,1790240649.793
97,01_similar_variables,get_embedding,basic_convention_result,,"[ 3.86481702e-01 -6.50505543e-01 -9.05030072e-01  7.38011122e-01
 -8.34248722e-01  8.84805799e-01 -3",0.031,1790240649.902
98,01_similar_variables,get_embedding,simplification_result,,"[ 1.04440010e+00 -6.25629485e-01 -9.27152872e-01 -6.78216159e-01
 -1.69323671e+00  8.59770715e-01 -1",0.031,1790240650.027
99,01_similar_variables,get_embedding,other_pythonic_result,,"[-3.03115547e-01  2.46561505e-02 -1.24379945e+00  1.19918847e+00
 -2.16273808e+00 -1.51097506e-01 -1",0.047,1790240650.152
100,01_similar_variables,get_embedding,exceptions_result,,"[-7.74134159e-01 -7.42713630e-01 -5.96017420e-01  1.14953756e+00
 -1.02026212e+00  1.71856213e+00 -6",0.031,1790240650.277
101,01_similar_variables,get_embedding,cohesiveness_and_class_result,,"[-6.39853179e-01  4.79676992e-01 -5.21710157e-01  7.94554651e-01
 -2.44397306e+00 -3.33922267e-01  2",0.031,1790240650.402
102,01_similar_variables,get_embedding,final_result,,"[ 1.18051600e+00 -7.68147945e-01 -4.79227066e-01 -2.78020799e-01
  1.92401141e-01  4.44787741e-02 -1",0.031,1790240650.511
103,01_similar_variables,get_embedding,file_name_format,,"[ 1.25880301e+00 -2.73694181e+00  1.84533358e-01 -5.01586676e-01
 -2.62595677e+00  8.69689167e-01 -1",0.031,1790240650.715
104,01_similar_variables,get_embedding,import_info,,"[ 1.65626436e-01 -8.82822216e-01  4.66753244e-02  4.66861576e-01
  4.45257753e-01 -9.55366731e-01 -9",0.031,1790240651.011
105,01_similar_variables,get_embedding,body_1_lines,,"[ 2.89481783e+00 -8.34774435e-01 -8.85669410e-01  1.43373942e+00
  1.05893171e+00 -5.84700525e-01 -2",0.047,1790240651.215
106,01_similar_variables,get_embedding,body_2_lines,,"[ 1.9767812  -1.0568144  -0.9209209   2.1578383   1.6752225  -0.9709286
  0.7101179  -1.647186   -1.",0.031,1790240651.433
107,01_similar_variables,get_embedding,seq_matcher,,"[ 1.39168179e+00  1.89502478e-01 -1.12994529e-01  5.35936892e-01
 -8.58182907e-01 -2.54927605e-01  1",0.031,1790240651.636
108,01_similar_variables,get_embedding,cond_lcs_1,,"[ 1.20545387e+00 -1.06653547e+00  5.36737680e-01 -1.36872962e-01
 -4.03667271e-01 -2.01843858e+00  4",0.031,1790240651.761
109,01_similar_variables,get_embedding,cond_lcs_2,,"[-2.91696548e-01  8.80438030e-01  2.04651505e-01  6.40540898e-01
  1.27318180e+00 -2.14731956e+00  9",0.031,1790240651.902
110,01_similar_variables,get_embedding,cond_lcs_3,,"[-3.08162212e-01  7.39269316e-01  7.29979277e-01  4.38471258e-01
  8.53538692e-01 -1.20077920e+00  4",0.031,1790240652.027
111,01_similar_variables,get_embedding,imported_dict,,"[ 1.1626705e+00 -1.7318214e+00 -1.0722233e+00  2.6857605e+00
  3.8037542e-01  1.3056666e+00 -1.20367",0.031,1790240652.261
112,01_similar_variables,get_embedding,all_unused_list,,"[-2.82913399e+00  3.10794711e-01 -2.28725076e-01 -1.03307426e+00
  1.00690150e+00 -8.70602846e-01 -8",0.031,1790240652.746
113,01_similar_variables,get_embedding,defined_info_list,,"[-1.19665158e+00  7.95781970e-01  1.12246335e+00 -5.70560575e-01
  6.28832817e-01 -1.00849353e-01 -1",0.047,1790240652.886
114,01_similar_variables,get_embedding,used_names,,"[-1.07718110e+00  1.06772578e+00  1.93182397e+00  9.32121396e-01
 -2.05939150e+00  7.56344497e-01 -4",0.031,1790240653.027
115,01_similar_variables,get_embedding,defined_names,,"[-2.8800883e+00  7.8915012e-01  1.9088501e+00  1.3119004e+00
 -2.0609336e+00  6.3102734e-01 -1.82190",0.031,1790240653.168
116,01_similar_variables,get_embedding,defined_set,,"[-1.50228369e+00  6.37012661e-01  2.06180596e+00  3.66359174e-01
 -2.47716814e-01 -1.92045057e+00 -1",0.031,1790240653.402
117,01_similar_variables,get_embedding,used_set,,"[-3.47853959e-01 -3.29501145e-02  2.21358800e+00 -9.26414490e-01
  9.91465390e-01 -1.43218124e+00 -1",0.031,1790240653.543
118,01_similar_variables,get_embedding,unused_set,,"[-1.1751523e+00 -4.4522262e-01  1.5438576e+00 -1.1070284e+00
 -3.7316427e-01 -1.0451794e+00 -7.45729",0.031,1790240653.683
119,01_similar_variables,get_embedding,unused_list,,"[-1.92149675e+00  1.74972665e+00  4.80845541e-01 -5.36664426e-01
  9.95189607e-01 -7.54112244e-01 -1",0.031,1790240653.824
120,01_similar_variables,get_embedding,text_embedding_model,,"[ 1.12559092e+00 -8.34545866e-02 -1.34280074e+00  9.13620532e-01
 -9.58644450e-01 -1.31488872e+00  6",0.031,1790240654.058
121,01_similar_variables,get_embedding,re_logger,,"[-1.91713905e+00 -4.51477706e-01 -9.95733619e-01  1.20755792e+00
 -6.11163020e-01 -1.51415821e-02 -6",0.031,1790240654.308
122,01_similar_variables,get_embedding,re_print,,"[ 2.4237151e-01 -6.6327131e-01  1.8642629e+00  2.1522188e-01
  6.0190701e-01 -7.8412712e-01 -4.31447",0.031,1790240654.449
123,01_similar_variables,get_embedding,py_code_lines,,"[-8.03950489e-01 -3.12892616e-01  1.20505071e+00  2.15731859e+00
  1.02745128e+00 -1.97774398e+00 -3",0.031,1790240654.777
124,01_similar_variables,get_embedding,logger_loggings,,"[-3.81940991e-01 -5.55326462e-01 -1.91648686e+00  1.94676995e+00
 -9.58684325e-01 -1.39148995e-01  7",0.031,1790240654.918
125,01_similar_variables,get_embedding,prints,,"[ 2.0978077e-01 -2.0441945e+00  1.1741563e+00  1.3674842e+00
 -1.0329825e+00  2.5491261e-01 -1.14505",0.031,1790240655.261
126,01_similar_variables,get_embedding,print_types,,"[-2.75853729e+00 -6.78720832e-01  1.73301435e+00  2.37202311e+00
 -2.55102420e+00 -1.74824405e+00 -2",0.031,1790240655.621
127,01_similar_variables,get_embedding,print_collection,,"[-2.14987946e+00 -1.88279605e+00 -1.84285164e+00  3.99020851e-01
 -5.88789582e-01 -1.79800546e+00 -1",0.047,1790240655.761
128,01_similar_variables,get_embedding,print_type,,"[-1.25079215e+00 -1.86799979e+00  1.97524321e+00  1.35142195e+00
 -2.16547251e+00 -7.95587152e-02 -1",0.031,1790240655.902
129,01_similar_variables,get_embedding,defined_constant_names,,"[-1.58433938e+00 -7.16010511e-01  1.46771801e+00  1.84757400e+00
 -2.99865842e+00  1.25055850e+00 -1",0.047,1790240656.48
130,01_similar_variables,get_embedding,repeated_long_strs,,"[ 1.31009769e+00 -3.54424149e-01 -1.15442133e+00  1.80324686e+00
  5.61017811e-01  1.15343668e-02  3",0.031,1790240656.637
131,01_similar_variables,get_embedding,simplified_function_body_list,,"[-6.16096631e-02 -2.38960654e-01 -2.61799550e+00  2.12902522e+00
 -2.92483084e-02  3.88448715e-01 -1",0.031,1790240656.777
132,01_similar_variables,get_embedding,constant_value_info,,"[ 5.76487541e-01 -2.10190378e-02  2.93299270e+00  9.26656425e-01
 -2.71361732e+00  9.78968680e-01 -1",0.031,1790240657.371
133,01_similar_variables,get_embedding,defind_constants_info,,"[-2.53063583e+00 -4.69349653e-01  6.09449685e-01  1.23557091e+00
 -2.97399235e+00 -2.11151302e-01 -1",0.031,1790240657.511
134,01_similar_variables,get_embedding,func,,"[ 7.56066024e-01  8.65344524e-01  7.04018116e-01  4.78264332e-01
 -2.12490177e+00  9.61741149e-01 -1",0.031,1790240657.777
135,01_similar_variables,get_embedding,info_list,,"[ 2.39379946e-02  2.21329853e-01  1.71417999e+00 -1.07117021e+00
  1.01043630e+00 -8.84863496e-01  4",0.031,1790240657.933
136,01_similar_variables,get_embedding,long_constant_value_info,,"[ 7.29635656e-01 -2.90546864e-01  1.99279106e+00  8.54353666e-01
  2.36131772e-01 -1.10120833e-01 -8",0.031,1790240658.09
137,01_similar_variables,get_embedding,function_body_items,,"[-1.11533546e+00 -8.63285124e-01 -1.78739607e+00  2.41066313e+00
 -6.05616271e-01 -4.77379024e-01 -1",0.031,1790240659.512
138,01_similar_variables,get_embedding,start_line,,"[ 1.40510345e+00  6.40239716e-01  1.83258796e+00 -7.60661483e-01
 -7.92866230e-01 -8.09186757e-01 -2",0.031,1790240660.043
139,01_similar_variables,get_embedding,simplified_body,,"[ 2.3608458  -0.71682453 -2.3264031   1.9132863  -0.8486252   0.84307146
 -0.58825773 -0.30033055 -0",0.031,1790240660.199
140,01_similar_variables,get_embedding,existing_simplified_body,,"[ 1.94401455e+00  1.59280562e+00 -2.21597815e+00  7.11152613e-01
 -3.40424746e-01 -8.91773462e-01 -6",0.031,1790240660.371
141,01_similar_variables,get_embedding,text_embedding_logs,,"[ 1.27378023e+00 -1.32166004e+00 -2.39169312e+00  2.21686363e+00
 -6.47071719e-01 -1.66277528e+00  1",0.031,1790240660.527
142,01_similar_variables,get_embedding,all_similar_text_pairs,,"[ 9.66372848e-01 -1.38851449e-01 -2.75321752e-02  1.56319547e+00
  8.81870866e-01 -2.41929129e-01 -7",0.047,1790240660.699
143,01_similar_variables,get_embedding,embedding_vector,,"[ 0.77378607 -3.2918358   0.14419366  1.7373449  -0.88166505 -1.6661209
  1.7984248  -0.5917021   0.",0.031,1790240661.355
144,01_similar_variables,get_embedding,cos_sim,,"[ 1.21633506e+00  1.43043268e+00  4.23267663e-01  1.80095935e+00
 -1.43820331e-01  4.05100405e-01 -2",0.031,1790240661.527
145,01_similar_variables,get_embedding,all_variables_dict,,"[-7.82971561e-01 -1.76426017e+00  7.90479779e-01  1.05435300e+00
 -2.90324450e-01 -9.24210668e-01 -1",0.031,1790240661.949
146,01_similar_variables,get_embedding,variable_info,,"[-6.58567529e-03 -2.14765692e+00  1.80531728e+00  9.15160179e-01
 -1.75851893e+00 -9.75909352e-01 -8",0.031,1790240662.636
147,01_similar_variables,get_embedding,func_annot_dict,,"[-7.75088891e-02 -3.67191821e-01  2.13117838e-01  2.46413207e+00
 -2.18391347e+00 -4.32349443e-02 -1",0.047,1790240663.871
148,01_similar_variables,get_embedding,function_defs,,"[-1.19859552e+00  7.10925102e-01  1.01086128e+00  2.23899245e+00
 -2.35306358e+00 -8.20414603e-01 -1",0.031,1790240664.73
149,01_similar_variables,get_embedding,func_args,,"[ 0.46136728 -0.5132641   0.74891365  1.600275   -0.3295025   2.5454187
 -1.4101502  -0.5825755  -0.",0.031,1790240665.183
150,01_similar_variables,get_embedding,func_arg_names,,"[ 0.2879214  -1.0713537   0.7017388   1.8502359  -2.695853    2.1834192
 -1.6852496  -0.25724694  1.",0.047,1790240665.511
151,01_similar_variables,get_embedding,func_annots,,"[-1.55123556e+00 -5.78758776e-01  2.06549242e-01  3.28549862e-01
 -1.85865772e+00 -8.89716864e-01 -1",0.031,1790240665.699
152,01_similar_variables,get_embedding,annot,,"[-1.57410336e+00 -1.04213274e+00  2.77915311e+00  1.02722907e+00
 -2.18673205e+00 -1.58818781e+00 -8",0.031,1790240666.011
153,01_similar_variables,get_embedding,existing_annot,,"[-1.53882194e+00  2.17507625e+00  9.60407257e-01  1.02357221e+00
  8.11736465e-01 -2.93184900e+00 -6",0.031,1790240666.199
154,01_similar_variables,get_embedding,var_names,,"[-1.20025706e+00 -2.71730280e+00  6.79088980e-02  1.93468797e+00
 -2.60687327e+00  1.27923262e+00 -1",0.031,1790240667.105
155,01_similar_variables,get_embedding,func_names,,"[-1.71259475e+00 -1.69137985e-01  9.85113323e-01  2.36163592e+00
 -2.93726802e+00  4.28651869e-01 -1",0.031,1790240667.449
156,01_similar_variables,get_embedding,names,,"[-4.49412912e-01 -3.14723760e-01  4.63246822e-01  8.15437555e-01
 -3.38148880e+00  1.44477141e+00 -1",0.031,1790240667.792
