,epoch,idx,d_loss,g_loss,g_train_count,real_scores_mean,fake_scores_mean,real_fake_auroc
41,1,20,2.5199,1.4236,1,2.3725,-1.4822,0.9805
42,1,30,2.643,2.4258,1,1.2956,-2.6681,0.9102
43,1,40,2.2809,1.7341,1,2.8648,-1.4707,1.0
44,1,50,3.128,2.0676,1,1.0345,-1.196,0.8164
45,1,60,3.1078,1.7332,1,2.1934,-0.8434,0.8789
46,1,70,2.8521,2.0261,1,0.8851,-2.5051,0.8906
47,1,80,2.5682,1.5757,1,1.7739,-1.8558,0.9492
48,1,90,3.0882,3.0229,1,0.8296,-2.1431,0.8672
49,1,100,2.8684,2.9776,1,1.7263,-1.3774,0.875
50,1,110,2.7298,2.7376,1,1.6828,-1.8909,0.8906
51,1,120,2.5365,2.1462,1,1.6343,-2.6402,0.9648
52,1,130,3.1996,2.5021,1,1.2041,-0.9708,0.8242
53,1,140,2.2115,2.6291,1,1.1002,-3.841,1.0
54,1,150,2.5063,2.0292,1,1.9534,-1.8275,0.9727
55,1,160,2.7794,2.3967,1,1.9207,-1.0755,0.9297
56,1,170,2.4341,2.9638,1,1.8261,-2.2976,0.9727
57,1,180,2.6504,1.9503,1,1.8559,-1.5998,0.9141
58,1,190,2.8513,2.9031,1,1.6658,-2.2587,0.8555
59,1,200,2.4983,2.7994,1,1.9175,-1.7208,0.9492
60,1,210,2.4606,2.1063,1,1.0045,-1.9279,0.9297
61,1,220,2.6657,2.2399,1,1.4904,-2.0009,0.9023
62,1,230,2.4327,2.5338,1,1.6389,-1.9227,0.9688
63,1,240,2.1816,1.7349,1,1.8606,-2.5096,0.9961
64,1,250,2.4244,2.2102,1,1.7576,-2.2524,0.9688
65,1,260,2.368,2.1618,1,1.8306,-2.1251,0.9648
66,1,270,2.543,1.6319,1,1.2058,-2.3961,0.9492
67,1,280,2.623,2.0713,1,1.1363,-1.4046,0.8867
68,1,290,2.3388,1.8534,1,2.3039,-1.5168,0.9844
69,2,0,2.5862,1.441,1,1.5254,-1.4659,0.9258
70,2,10,2.3237,2.6993,1,1.7374,-2.5748,0.957
71,2,20,2.5438,2.3057,1,2.8201,-1.1358,0.9609
72,2,30,2.3675,1.9753,1,2.0224,-1.811,0.9883
73,2,40,2.6786,2.5905,1,1.5676,-1.4974,0.8945
74,2,50,2.3609,2.225,1,2.2612,-2.2498,0.9492
75,2,60,2.2008,2.0604,1,2.2025,-2.4143,0.9727
76,2,70,2.2491,2.6736,1,1.5988,-3.0385,0.9727
77,2,80,2.3176,3.0446,1,2.4488,-1.6849,0.9258
78,2,90,2.3571,2.7119,1,2.6452,-1.5055,0.9727
79,2,100,2.6023,2.3704,1,1.6382,-1.9374,0.9141
80,2,110,2.0592,2.7602,1,2.5019,-1.8374,0.9883
81,2,120,2.1974,2.6896,1,2.4271,-2.3554,1.0
82,2,130,2.149,2.4256,1,2.2064,-3.5386,0.9961
83,2,140,2.4396,1.5216,1,2.641,-1.62,0.9727
84,2,150,2.5627,2.7995,1,1.0056,-3.0622,0.9297
85,2,160,2.32,2.6144,1,2.3709,-1.9248,0.9648
86,2,170,2.4425,2.9871,1,1.1908,-2.1873,0.918
87,2,180,2.0823,1.335,1,1.9226,-3.2412,0.9883
88,2,190,2.2927,2.4437,1,1.4421,-2.1215,0.9375
89,2,200,2.2665,1.7423,1,1.9482,-2.3278,0.9727
90,2,210,2.6111,2.3387,1,1.4804,-1.3763,0.8477
91,2,220,2.3486,2.8603,1,1.6116,-2.3023,0.9414
92,2,230,2.181,2.0436,1,1.6184,-2.4771,0.9922
93,2,240,2.0542,1.8902,1,2.1067,-2.2031,0.9922
94,2,250,2.1552,2.6662,1,1.6403,-3.182,0.9648
95,2,260,2.0584,1.4714,1,2.2618,-2.4611,0.9883
96,2,270,2.4261,2.6402,1,1.5536,-1.9122,0.9141
97,2,280,2.0965,2.6362,1,2.2474,-2.5015,1.0
98,2,290,2.058,2.4223,1,1.9849,-2.7709,0.9375
99,3,0,2.2027,2.2202,1,1.6731,-2.8495,0.9531
100,3,10,2.8485,2.0571,1,2.3384,-0.3925,0.8789
101,3,20,2.3004,2.6983,1,1.4129,-2.8836,0.9805
102,3,30,2.1447,1.7036,1,1.5958,-2.7601,0.9531
103,3,40,2.1445,2.3888,1,1.8609,-1.2859,0.9414
104,3,50,2.2753,2.8079,1,0.9194,-1.864,0.9297
105,3,60,1.9847,2.4692,1,2.3539,-2.9663,0.9727
106,3,70,2.337,2.7123,1,1.6175,-1.5627,0.9062
107,3,80,2.3451,2.6791,1,1.1062,-2.1952,0.918
108,3,90,2.1915,2.5278,1,1.6699,-2.3158,0.9766
109,3,100,2.2473,3.0866,1,1.1383,-2.4597,0.9922
110,3,110,2.3398,2.8489,1,1.8007,-1.1888,0.9102
111,3,120,2.2212,1.9164,1,1.3428,-1.7989,0.957
112,3,130,2.1372,2.9764,1,1.6449,-2.0867,0.9531
113,3,140,2.3455,2.7577,1,1.5766,-1.4462,0.9297
114,3,150,1.9212,2.0008,1,1.6783,-2.744,0.9961
115,3,160,2.2691,3.6628,1,2.3025,-2.0579,0.9219
116,3,170,1.9726,2.5946,1,1.8368,-2.8464,0.9922
117,3,180,1.8216,2.26,1,2.2336,-2.4452,1.0
118,3,190,1.9098,2.896,1,2.3236,-1.7991,0.9844
119,3,200,2.1517,2.7937,1,1.3868,-1.7773,0.9375
120,3,210,2.2172,2.901,1,1.5832,-1.2681,0.9805
121,3,220,1.9602,2.089,1,1.6918,-2.8301,0.9883
122,3,230,1.9903,2.2937,1,2.2438,-1.2284,0.9844
123,3,240,2.113,2.5481,1,1.1232,-3.0093,0.9805
124,3,250,2.1017,2.6185,1,1.5119,-2.0784,0.9336
125,3,260,2.061,1.9621,1,2.068,-1.7678,0.9648
126,3,270,2.127,2.6356,1,1.8129,-1.8248,0.9609
127,3,280,2.5564,2.9226,1,1.4069,-1.5714,0.832
128,3,290,2.079,4.0829,1,1.7817,-2.1066,0.9688
129,4,0,2.2428,2.965,1,1.6679,-2.6408,0.9141
130,4,10,2.0834,3.0389,1,1.5985,-2.27,0.9219
131,4,20,1.8209,2.9419,1,2.118,-2.44,0.9922
132,4,30,1.9054,2.8224,1,2.0762,-2.5274,0.9961
133,4,40,1.9405,2.0194,1,1.3709,-2.7664,0.9922
134,4,50,2.1355,1.9602,1,1.3474,-3.2885,0.957
135,4,60,2.16,2.0418,1,1.8705,-2.0899,0.9141
136,4,70,1.8691,1.6333,1,2.1531,-2.4129,0.9766
137,4,80,2.3424,3.1997,1,1.6872,-1.0197,0.9062
138,4,90,2.0726,1.859,1,0.9285,-1.7254,0.9336
139,4,100,2.1557,2.7601,1,1.2521,-2.2451,0.957
140,4,110,2.0038,2.6852,1,1.4557,-2.2766,0.9531
141,4,120,1.9352,3.1466,1,1.8765,-2.3351,0.9688
142,4,130,2.0815,2.4653,1,1.6141,-1.8185,0.9766
143,4,140,1.7899,1.7516,1,1.8663,-2.3414,1.0
144,4,150,2.1607,3.4907,1,1.4284,-2.7722,0.918
145,4,160,1.8849,2.8705,1,2.03,-2.8902,0.9609
146,4,170,2.0001,2.6129,1,1.7502,-1.5956,0.9297
147,4,180,1.961,2.3052,1,2.0013,-1.7287,0.957
148,4,190,2.0236,2.8781,1,1.4544,-2.3637,0.9766
149,4,200,1.7822,1.823,1,2.124,-2.3656,0.9844
150,4,210,1.9698,2.2147,1,1.4083,-2.2711,0.9414
151,4,220,1.9813,2.8877,1,1.8806,-2.1171,0.9805
152,4,230,2.0621,2.8005,1,0.6579,-2.8597,0.9336
153,4,240,2.0884,2.4184,1,1.8272,-2.1212,0.9375
154,4,250,1.981,2.294,1,1.716,-1.6903,0.9141
155,4,260,1.6379,2.4858,2,2.1182,-2.7662,0.9961
156,4,270,2.187,1.6499,1,1.4545,-2.2308,0.8867
157,4,280,1.7877,2.4414,1,2.0962,-2.2281,0.9922
158,4,290,1.5422,2.397,1,2.2919,-2.5593,0.9961
159,5,0,1.9651,1.9151,1,2.4374,-2.0119,0.9648
160,5,10,1.8448,2.8588,1,1.3966,-2.7294,0.9648
161,5,20,1.8368,1.8391,1,1.9343,-2.2406,0.9883
162,5,30,1.8914,2.7055,1,1.8368,-1.6928,0.9688
163,5,40,1.875,2.8284,1,1.7309,-2.6615,0.9492
164,5,50,2.1285,2.3812,1,2.3628,-1.2716,0.918
165,5,60,1.8117,2.8611,1,2.1342,-2.3454,0.9688
166,5,70,1.8017,2.5494,1,1.5815,-2.6859,0.9844
167,5,80,1.7919,2.9556,1,1.7589,-2.0654,1.0
168,5,90,1.6987,2.6146,1,1.5507,-2.8096,0.9922
169,5,100,1.6625,1.8071,1,2.3002,-2.1779,0.9961
170,5,110,1.7046,2.2456,1,1.8225,-2.4823,0.9844
171,5,120,1.9725,2.2982,1,1.9377,-2.4946,0.9609
172,5,130,2.1031,2.7186,1,1.0479,-1.8342,0.9414
173,5,140,1.7288,2.8315,1,2.3949,-1.494,0.9883
174,5,150,1.8789,2.7426,1,1.4318,-2.6271,0.9805
175,5,160,1.7879,3.4698,1,1.4456,-2.3089,0.9766
176,5,170,1.6642,2.0814,1,2.1421,-2.6948,1.0
177,5,180,1.8294,2.7681,1,1.4081,-2.6244,0.9805
178,5,190,1.7226,2.9992,1,1.779,-2.3461,0.9883
179,5,200,2.0093,1.9859,1,1.8164,-1.9542,0.9062
180,5,210,1.9075,2.3176,1,1.5009,-2.9016,0.9375
181,5,220,1.869,2.7554,1,1.8357,-2.3078,0.9531
182,5,230,2.1249,2.1472,1,1.7392,-1.3017,0.918
183,5,240,1.9584,2.0903,1,2.286,-2.102,0.9297
184,5,250,1.6717,2.6915,1,1.8018,-2.6477,0.9844
185,5,260,1.7861,3.1177,1,2.165,-2.0582,0.9766
186,5,270,1.8484,1.8477,1,1.7,-2.5456,0.9531
187,5,280,1.7217,1.9286,1,1.6368,-2.2644,0.9336
188,5,290,2.0424,2.0345,1,1.3354,-1.9403,0.9258
189,6,0,1.871,2.1556,1,2.8807,-0.8632,0.9844
190,6,10,1.8096,3.4105,1,1.4436,-2.8896,0.9922
191,6,20,1.8517,2.6913,1,2.079,-1.4067,0.957
192,6,30,1.8089,2.0001,1,1.8998,-1.7808,0.9609
193,6,40,1.6651,3.0727,1,2.1634,-2.4428,0.9727
194,6,50,1.8151,3.1199,1,1.7682,-3.3943,0.9492
195,6,60,1.7127,3.2789,1,2.1196,-1.9423,0.9492
196,6,70,1.874,2.7641,1,1.5221,-1.8552,0.9688
197,6,80,2.0569,2.9524,1,1.8557,-1.0242,0.9297
198,6,90,1.6516,2.3066,1,2.2709,-2.5923,0.9805
199,6,100,1.7102,2.1358,2,1.1716,-3.0343,0.9883
200,6,110,2.1297,1.8136,1,1.6478,-0.8134,0.8281
201,6,120,2.0336,2.7723,1,1.299,-1.9166,0.8867
202,6,130,1.6244,2.462,1,1.7063,-2.1704,0.9648
203,6,140,1.5377,1.5606,1,2.859,-2.3523,0.9961
204,6,150,1.8755,2.7023,1,1.1232,-2.7022,0.9258
205,6,160,1.9078,3.0676,1,1.8778,-1.5749,0.9141
206,6,170,1.8508,3.209,1,0.7445,-2.4979,0.957
207,6,180,1.5724,2.333,1,2.7764,-1.5867,0.9844
208,6,190,1.6278,3.1693,1,1.5927,-3.0245,0.9805
209,6,200,1.8686,3.0516,1,2.576,-0.7062,0.9609
210,6,210,1.7785,2.2648,1,1.678,-2.0608,0.9492
211,6,220,1.6372,2.6645,1,1.9159,-2.4857,0.9766
212,6,230,1.7233,2.5327,1,1.9774,-1.9039,0.9727
213,6,240,1.5051,1.7267,1,2.0231,-2.7054,0.9922
214,6,250,1.6619,2.2935,1,1.6744,-2.174,0.9688
215,6,260,1.6621,2.1326,1,1.7308,-3.3895,0.9844
216,6,270,1.6054,2.5914,2,2.1868,-2.0848,0.9688
217,6,280,1.8417,1.5124,1,2.0201,-0.9846,0.9297
218,6,290,1.8687,2.9269,1,1.2567,-1.9441,0.9492
219,7,0,1.7451,2.4861,1,1.8326,-2.953,0.9609
220,7,10,1.7852,2.1728,1,1.862,-1.2039,0.9609
221,7,20,1.6295,2.1813,2,1.9957,-2.4544,0.9766
222,7,30,1.5402,2.5168,1,1.8427,-2.2376,0.9883
223,7,40,1.6455,2.634,1,2.0835,-2.0761,0.9688
224,7,50,1.8708,2.3795,1,2.4718,-0.9389,0.9453
225,7,60,1.4782,2.1013,2,2.0742,-3.1373,1.0
226,7,70,1.7719,2.6008,1,1.3745,-2.2733,0.9297
227,7,80,1.5447,2.7838,2,2.0411,-2.2771,0.9844
228,7,90,1.8999,2.0815,1,1.4008,-1.8597,0.9062
229,7,100,1.6219,3.0792,1,1.5638,-2.293,0.9805
230,7,110,1.7435,2.7134,1,1.8636,-1.5556,0.9414
231,7,120,1.7017,3.2551,1,1.8363,-1.4988,0.9648
232,7,130,1.4919,2.4859,1,1.4293,-2.8899,0.9883
233,7,140,1.411,1.9185,1,2.4719,-2.4832,0.9922
234,7,150,1.5126,2.425,1,1.3564,-2.8091,1.0
235,7,160,1.5773,2.9075,2,1.4115,-2.6523,0.9844
236,7,170,1.6835,2.4608,1,1.372,-2.2331,0.9375
237,7,180,1.8479,2.4583,1,1.5799,-1.7113,0.8984
238,7,190,1.4332,1.7646,1,2.1705,-2.1187,0.9922
239,7,200,1.6624,2.9369,1,1.6308,-2.5807,0.9688
240,7,210,1.6654,1.6615,1,2.9614,-1.0454,0.9844
241,7,220,1.8158,3.3925,1,0.8632,-2.494,0.9648
242,7,230,1.7918,2.2771,1,1.4956,-1.5034,0.9258
243,7,240,1.6292,2.4224,1,1.8281,-1.972,0.9727
244,7,250,1.8111,2.3966,1,1.1471,-2.588,0.918
245,7,260,1.6146,1.7407,1,2.0567,-2.0101,0.9531
246,7,270,1.5898,1.5054,1,1.444,-2.769,0.9961
247,7,280,1.6229,2.4269,1,1.6011,-1.948,0.9844
248,7,290,1.4113,2.6197,2,1.968,-2.7855,1.0
249,8,0,1.6818,2.8588,1,1.3968,-1.9816,0.9844
250,8,10,1.574,2.9537,1,1.2882,-2.9316,0.9844
251,8,20,1.6197,2.8611,1,1.6231,-2.4288,0.9531
252,8,30,1.7291,3.2815,1,1.5012,-2.7169,0.8984
253,8,40,1.581,2.4767,1,1.4377,-2.414,0.9492
254,8,50,1.6081,2.2371,1,1.9594,-1.955,0.9883
255,8,60,1.605,2.7023,1,1.6683,-2.3768,0.9609
256,8,70,1.4348,2.2525,1,2.0263,-2.2611,0.9805
257,8,80,1.5639,3.0654,1,1.189,-3.2681,0.9883
258,8,90,1.5685,3.0554,1,1.7415,-2.0982,0.957
259,8,100,1.5983,3.077,1,1.192,-2.3261,0.9922
260,8,110,1.6349,1.8894,1,2.064,-1.7606,0.9609
261,8,120,1.3169,1.9578,2,1.7017,-2.772,0.9922
262,8,130,1.5465,2.3084,1,2.2275,-1.6933,0.9727
263,8,140,1.558,2.2327,1,1.4443,-2.7014,0.9648
264,8,150,1.6555,2.6486,1,1.6441,-2.077,0.9414
265,8,160,1.3186,1.6605,1,2.0913,-2.4401,0.9883
266,8,170,1.5224,2.9606,1,1.7467,-2.5514,0.9883
267,8,180,1.6634,2.5581,1,1.7356,-2.0388,0.9375
268,8,190,1.5433,2.3413,1,1.835,-1.9226,0.9727
269,8,200,1.4827,2.8715,1,1.2133,-3.5171,0.9727
270,8,210,1.6245,2.2319,1,1.7134,-1.8444,0.9492
271,8,220,1.4053,1.7673,1,1.4644,-2.7113,1.0
272,8,230,1.456,2.4873,2,1.5846,-2.9464,0.9883
273,8,240,1.587,1.5555,1,2.0394,-1.8697,0.9336
274,8,250,1.7022,2.2061,1,0.9336,-2.5417,0.9375
275,8,260,1.7741,2.0182,1,1.3012,-2.1418,0.8984
276,8,270,1.4322,2.5859,1,2.0843,-2.1075,0.9844
277,8,280,1.5809,2.3403,1,1.6306,-1.4105,0.9609
278,8,290,1.6981,2.9857,1,1.2162,-1.9763,0.9453
279,9,0,1.323,1.8467,2,2.0194,-3.0407,0.9922
280,9,10,1.4765,2.5858,2,1.9318,-2.5736,0.9961
281,9,20,1.4924,2.6514,3,1.5035,-2.6279,0.9766
282,9,30,1.3029,2.1749,1,1.9203,-3.6079,0.9844
283,9,40,1.4863,2.711,1,1.7948,-1.6444,0.9883
284,9,50,1.5722,2.2049,1,1.3167,-2.2401,0.9609
285,9,60,1.3003,1.9114,1,1.9352,-2.2323,1.0
286,9,70,1.5373,2.4039,1,1.3701,-2.3961,0.9688
287,9,80,1.3938,1.7818,2,2.1702,-2.5474,0.9766
288,9,90,1.5683,2.7742,1,1.0552,-2.6032,0.9727
289,9,100,1.3573,2.34,4,1.8912,-1.7452,0.9844
290,9,110,1.6281,2.9601,1,1.7207,-1.8544,0.9727
291,9,120,1.4781,2.2599,1,1.8528,-1.486,0.9805
292,9,130,1.573,2.061,1,1.9596,-1.9061,0.9453
293,9,140,1.5899,2.3689,1,0.924,-2.923,0.9766
294,9,150,1.516,2.5911,1,2.1006,-2.2007,0.9414
295,9,160,1.496,2.9602,1,2.0117,-2.3266,0.9727
296,9,170,1.4583,2.4366,1,2.0686,-1.412,1.0
297,9,180,1.4644,2.7467,1,1.2828,-2.6054,0.9766
298,9,190,1.5495,1.8986,1,2.1393,-1.5291,0.9453
299,9,200,1.4652,2.3881,1,1.1832,-2.0799,0.9805
300,9,210,1.6584,3.0682,1,1.4196,-2.3175,0.9375
301,9,220,1.4287,2.2916,1,1.3112,-3.0679,1.0
302,9,230,1.4981,2.0005,1,1.6401,-1.944,0.9766
303,9,240,1.5675,2.1464,1,1.5629,-1.8032,0.9609
304,9,250,1.408,1.5007,1,1.716,-1.6839,0.9961
305,9,260,1.4949,1.9128,1,1.9964,-1.5311,0.9648
306,9,270,1.2159,2.1385,1,1.8212,-3.0296,0.9961
307,9,280,1.4788,2.5646,1,1.3041,-2.1216,0.9766
308,9,290,1.4296,2.8003,1,1.9404,-1.6898,1.0
309,10,0,1.5604,2.3328,1,1.3247,-1.8383,0.9727
310,10,10,1.5097,2.1906,1,1.7037,-2.5796,0.9531
311,10,20,1.3374,2.3306,2,1.7606,-2.8931,1.0
312,10,30,1.4461,2.3949,1,2.0813,-1.4731,0.9609
313,10,40,1.6528,2.1497,1,1.0656,-1.9337,0.9453
314,10,50,1.509,1.8261,1,2.0595,-1.7762,0.9688
315,10,60,1.4128,2.5784,1,1.6914,-2.0555,0.9844
316,10,70,1.5268,2.1787,1,1.4233,-2.1219,0.9766
317,10,80,1.3012,1.9139,1,2.1746,-2.808,0.9883
318,10,90,1.4969,2.5332,1,1.6238,-2.4535,0.9492
319,10,100,1.4881,2.9032,1,1.4608,-1.9037,0.9766
320,10,110,1.5517,1.6704,2,1.5659,-1.8561,0.9336
321,10,120,1.7516,2.329,1,1.5532,-0.7025,0.9062
322,10,130,1.8543,2.7125,1,0.9092,-1.3493,0.8125
323,10,140,1.4275,2.022,1,1.7205,-1.5176,0.9805
324,10,150,1.4453,2.6298,1,1.5697,-2.5042,0.9883
325,10,160,1.399,1.9674,1,1.913,-2.1731,1.0
326,10,170,1.5783,1.6445,1,1.9182,-1.7857,0.918
327,10,180,1.3575,2.6553,1,1.6475,-2.367,0.9609
328,10,190,1.4591,2.6113,1,1.8681,-1.5921,0.9883
329,10,200,1.375,2.6395,1,2.1544,-1.2143,0.9961
330,10,210,1.4036,2.466,1,1.8612,-2.2903,0.9492
331,10,220,1.1745,2.036,1,1.8938,-2.2295,0.9961
332,10,230,1.3132,2.4431,1,1.4883,-2.5439,0.9805
333,10,240,1.4119,2.2418,2,1.897,-1.8005,0.9883
334,10,250,1.2399,2.1756,1,2.3965,-2.5372,1.0
335,10,260,1.5547,3.0743,2,1.0251,-2.3492,0.9805
336,10,270,1.149,1.9629,2,2.5331,-2.4807,1.0
337,10,280,1.3994,2.4253,2,1.5644,-2.6473,0.9648
338,10,290,1.3074,1.7703,1,1.8466,-2.2934,0.9922
339,11,0,1.3378,2.483,1,1.715,-2.0869,0.9883
340,11,10,1.048,1.5372,1,2.1023,-3.4006,1.0
341,11,20,1.3181,3.1562,4,1.5579,-2.5443,0.9805
342,11,30,1.3148,2.6079,1,1.7744,-1.9414,0.9844
343,11,40,1.3779,2.3639,2,1.9528,-3.3148,0.9727
344,11,50,1.6367,2.5124,1,1.5053,-1.5933,0.9141
345,11,60,1.2043,2.3745,1,1.8986,-2.117,1.0
346,11,70,1.464,2.4863,1,1.3337,-2.0227,0.9609
347,11,80,1.3133,1.8425,1,1.6133,-2.7148,0.9922
348,11,90,1.4352,2.5166,1,1.6899,-1.675,0.9883
349,11,100,1.3216,2.1716,1,1.9407,-1.7077,0.9805
350,11,110,1.5184,1.9631,1,1.795,-1.7071,0.9609
351,11,120,1.4292,2.5415,1,1.3956,-1.6648,0.9805
352,11,130,1.4787,2.3415,1,1.4612,-1.5811,0.9844
353,11,140,1.6082,2.6435,1,1.7444,-1.7784,0.9258
354,11,150,1.2715,2.4208,1,1.9364,-2.5831,0.9844
355,11,160,1.3623,2.3165,1,1.4878,-1.9393,0.9883
356,11,170,1.311,2.1142,2,1.8797,-2.2581,0.9844
357,11,180,1.3607,2.7183,1,1.2621,-2.4732,0.9883
358,11,190,1.3599,2.6009,1,1.9047,-1.6142,0.9844
359,11,200,1.4213,2.5969,1,1.8904,-1.857,0.9648
360,11,210,1.2119,2.1676,2,1.5574,-2.6666,0.9961
361,11,220,1.3929,2.4028,1,1.7213,-2.9246,0.9766
362,11,230,1.3606,2.5364,1,1.9861,-2.1376,0.9688
363,11,240,1.1572,1.6073,1,1.9802,-3.2842,1.0
364,11,250,1.4883,2.2035,1,2.2389,-1.4503,0.9531
365,11,260,1.6848,2.4647,1,1.6801,-1.2766,0.8945
366,11,270,1.3318,2.4262,1,1.6706,-1.951,0.9805
367,11,280,1.4755,2.3818,1,1.9835,-1.6251,0.9766
368,11,290,1.1977,2.246,1,1.9595,-2.2906,0.9883
369,12,0,1.4317,2.0305,1,1.5182,-1.8541,0.9883
370,12,10,1.5809,2.8086,1,1.3489,-2.4607,0.875
371,12,20,1.4952,2.8658,1,1.3272,-1.9393,0.9648
372,12,30,1.2778,1.7727,1,1.229,-2.9484,1.0
373,12,40,1.3789,1.5568,1,2.21,-1.9252,0.9766
374,12,50,1.4371,2.7194,3,1.2864,-1.5601,0.9492
375,12,60,1.3412,1.8934,1,1.9394,-1.9974,0.9883
376,12,70,1.4106,2.5507,1,1.8899,-1.3634,0.9531
377,12,80,1.1129,1.5253,2,2.3412,-2.8309,1.0
378,12,90,1.1799,2.1363,1,1.7571,-3.1309,1.0
379,12,100,1.3758,2.2163,1,2.3324,-1.5712,0.9883
380,12,110,1.1442,2.9993,4,1.7071,-2.5779,1.0
381,12,120,1.1641,2.1045,2,2.0024,-2.2807,1.0
382,12,130,1.3559,1.6873,1,1.4846,-2.4152,0.9844
383,12,140,1.274,2.0782,3,1.7667,-2.4962,0.9883
384,12,150,1.2725,1.3225,1,2.4241,-1.9999,0.9727
385,12,160,1.3526,2.4415,1,1.4763,-2.4166,0.9805
386,12,170,1.3189,2.2526,2,1.7377,-1.6545,1.0
387,12,180,1.6956,1.9695,1,2.022,-0.6525,0.9141
388,12,190,1.314,2.1535,2,1.23,-2.6909,0.9844
389,12,200,1.402,2.5405,2,1.6579,-2.1271,0.9453
390,12,210,1.2799,1.8003,1,1.5092,-2.4482,0.9805
391,12,220,1.3496,2.5592,3,1.6819,-2.0198,0.957
392,12,230,1.1518,1.7002,1,1.9398,-2.9005,0.9922
393,12,240,1.3012,2.3628,1,1.6502,-2.1157,0.9727
394,12,250,1.495,1.5533,1,1.59,-1.4615,0.9531
395,12,260,1.3583,2.4621,2,1.4954,-1.6518,0.9531
396,12,270,1.549,2.9498,1,1.1595,-1.3129,0.9453
397,12,280,1.4951,1.6855,1,1.7905,-1.9764,0.9375
398,12,290,1.5032,2.8416,1,1.3668,-1.9967,0.9336
399,13,0,1.4805,2.3334,1,1.0461,-2.4739,0.9336
400,13,10,1.2555,1.7486,1,1.6676,-2.1904,0.9961
401,13,20,1.3974,2.02,1,1.6813,-1.8871,0.9922
402,13,30,1.3536,3.9011,4,1.0432,-2.4829,0.9883
403,13,40,1.3622,2.5931,1,2.3957,-1.6378,0.9844
404,13,50,1.3293,2.2278,2,1.7746,-1.8267,0.9766
405,13,60,1.2686,1.9262,1,1.9664,-1.4705,0.9688
406,13,70,1.1429,2.0085,2,1.9814,-2.4291,1.0
407,13,80,1.4552,1.913,1,1.9544,-1.3892,0.9648
408,13,90,1.3109,2.0192,1,1.8134,-1.4108,0.9844
409,13,100,1.2645,2.2845,2,1.3874,-2.3609,0.9844
410,13,110,1.3159,2.6141,3,1.5454,-2.2982,0.9844
411,13,120,1.2395,2.1288,1,1.6913,-2.369,0.9766
412,13,130,1.2043,2.1546,1,1.7612,-2.8413,0.9688
413,13,140,1.3457,2.5101,1,2.1961,-1.877,0.9336
414,13,150,1.1671,2.2465,2,1.5282,-2.8441,0.9766
