img_no,img_path,property_gender_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
2034,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2034.jpg,0.9996068477630615,0.9999065399169922,0.9991926550865173,0.9999598264694214,0.9990072846412659,0.9999679327011108
2035,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2035.jpg,0.9981555223464966,0.9997144341468811,0.9956804513931274,0.9988805651664734,0.9971646666526794,0.9993374943733215
2036,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2036.jpg,0.006165574607439339,0.0024089529179036617,0.020355522632598877,0.001938610919751227,0.0033942353911697865,0.0027305511757731438
2037,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2037.jpg,0.6335716068744659,0.7737296223640442,0.5038302540779114,0.7484199404716492,0.3608302175998688,0.7810479998588562
2038,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2038.jpg,0.06440595723688602,0.0662945881485939,0.0923546850681305,0.007562654092907906,0.06799384951591492,0.0878240093588829
2039,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2039.jpg,0.9767797589302063,0.9950813055038452,0.9966936111450195,0.9794045686721802,0.9921283721923828,0.9205909371376038
2040,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2040.jpg,0.3591793209314346,0.30151674151420593,0.5019983649253845,0.06696154177188873,0.511275053024292,0.414144903421402
2041,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2041.jpg,0.10784040642902255,0.04657170549035072,0.11142625659704208,0.002364309038966894,0.13693314790725708,0.24190661311149597
2042,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2042.jpg,0.2030380168929696,0.11415881663560867,0.5394437313079834,0.006892946548759937,0.15899065136909485,0.19570393860340118
2043,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2043.jpg,0.011423832550644875,0.007069560699164867,0.005633116699755192,0.0110939284786582,0.01878582313656807,0.014536733739078045
2044,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2044.jpg,0.5457306861877441,0.2688930928707123,0.6031103730201721,0.6453493237495422,0.7471073269844055,0.46419331431388855
2045,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2045.jpg,0.10224556270986795,0.05881798639893532,0.06804143637418747,0.004039560444653034,0.32161790132522583,0.05871092900633812
2046,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2046.jpg,0.034533467050641774,0.014606469310820103,0.023153750225901604,0.002308099064975977,0.11338463425636292,0.019214382395148277
2047,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2047.jpg,0.9956270813941955,0.9996844530105591,0.9922744631767273,0.9965935349464417,0.9921678900718689,0.9974150657653809
2048,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2048.jpg,0.0004325415669882204,6.85515915392898e-05,0.0005990920471958816,4.0836941479938105e-05,0.0007787881186231971,0.0006754391361027956
2049,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2049.jpg,0.9661455273628234,0.9754024147987366,0.9941772222518921,0.9750950336456299,0.9150252938270569,0.971027672290802
2050,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2050.jpg,0.9990915536880494,0.9997517466545105,0.9982234835624695,0.9996832609176636,0.9980271458625793,0.9997721314430237
2051,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2051.jpg,0.5562956750392913,0.29207879304885864,0.43223893642425537,0.3653731644153595,0.801962673664093,0.8898248076438904
2052,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2052.jpg,0.873860502243042,0.8914922475814819,0.8939121961593628,0.8686538934707642,0.8538159132003784,0.8614282608032227
2053,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2053.jpg,0.02732991016237065,0.011431361548602581,0.022744281217455864,0.0009288666187785566,0.08895326405763626,0.012591777369379997
2054,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2054.jpg,0.16140987053513528,0.14461179077625275,0.20707474648952484,0.2964842617511749,0.10280567407608032,0.05607287958264351
2055,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2055.jpg,0.09190945327281952,0.0843835100531578,0.09906807541847229,0.061063170433044434,0.15608753263950348,0.058944977819919586
2056,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2056.jpg,0.05555571690201759,0.08694665133953094,0.02363060973584652,0.09824351966381073,0.04877482354640961,0.020182980224490166
2057,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2057.jpg,0.8137218832969666,0.9203166365623474,0.8167649507522583,0.9324455857276917,0.5239938497543335,0.8750883936882019
2058,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2058.jpg,0.8933151602745056,0.929033100605011,0.9281700849533081,0.8162800669670105,0.9044961929321289,0.8885963559150696
2059,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2059.jpg,0.005459280929062516,0.0027438837569206953,0.0050712088122963905,0.0008917633094824851,0.011208874173462391,0.007380674593150616
2060,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2060.jpg,0.9950051426887512,0.999414324760437,0.9973430037498474,0.997187077999115,0.9974034428596497,0.983677864074707
2061,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2061.jpg,0.9843480944633484,0.994457483291626,0.9852521419525146,0.9978166818618774,0.9708894491195679,0.973324716091156
2062,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2062.jpg,0.0031525603146292267,0.0007306325132958591,0.00318854465149343,0.00010939221829175949,0.009808098897337914,0.0019261332927271724
2063,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2063.jpg,0.4601925253868103,0.5553004145622253,0.439441055059433,0.4564744830131531,0.49080026149749756,0.35894641280174255
2064,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2064.jpg,0.9982605457305909,0.9997106194496155,0.9993615746498108,0.999796450138092,0.9935281872749329,0.9989058971405029
2065,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2065.jpg,0.032908059656620026,0.05608918517827988,0.031108545139431953,0.01636708341538906,0.04635387286543846,0.014621611684560776
2066,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2066.jpg,0.36165066361427306,0.21474425494670868,0.23648899793624878,0.224521204829216,0.6074392795562744,0.5250595808029175
2067,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2067.jpg,0.8734609723091126,0.9344643354415894,0.8808522820472717,0.8148022294044495,0.9667298793792725,0.7704561352729797
2068,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2068.jpg,0.9906097531318665,0.996860146522522,0.9853761792182922,0.9890303015708923,0.9930023550987244,0.9887797832489014
2069,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2069.jpg,0.9645395636558532,0.9949663281440735,0.9825652837753296,0.9345809817314148,0.9692196846008301,0.9413655400276184
2070,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2070.jpg,0.9983177065849305,0.999619722366333,0.997879147529602,0.998865008354187,0.9973115921020508,0.9979130625724792
2071,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2071.jpg,0.06501019857823849,0.04338796064257622,0.08334294706583023,0.01082836277782917,0.0913618952035904,0.09612982720136642
2072,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2072.jpg,0.21952375210821629,0.4160993695259094,0.15856815874576569,0.16484923660755157,0.33354493975639343,0.02455705590546131
2073,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2073.jpg,9.792328273761086e-05,3.642187948571518e-05,7.92109130998142e-06,7.0708629209548235e-06,0.0003558856842573732,8.231689571402967e-05
2074,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2074.jpg,0.9396271109580994,0.9765021800994873,0.8763566613197327,0.9792466759681702,0.9045671224594116,0.9614629149436951
2075,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2075.jpg,0.9610520005226135,0.95697420835495,0.9663547873497009,0.9734596014022827,0.949109673500061,0.959361732006073
2076,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2076.jpg,0.5351571053266525,0.35182473063468933,0.7833383083343506,0.15346969664096832,0.6473758220672607,0.7397769689559937
2077,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2077.jpg,0.09661595833022148,0.08377111703157425,0.2901372015476227,0.0017873613396659493,0.06992863118648529,0.0374554805457592
2078,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2078.jpg,0.012498515032348223,0.003411060431972146,0.021834390237927437,7.661934068892151e-05,0.03442586958408356,0.0027446355670690536
2079,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2079.jpg,0.980221688747406,0.9971939325332642,0.9350886344909668,0.9892973303794861,0.9859405755996704,0.9935879707336426
2080,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2080.jpg,0.6941896080970764,0.941932201385498,0.3892037570476532,0.4004514515399933,0.8890060782432556,0.8503545522689819
2081,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2081.jpg,0.999202835559845,0.999346911907196,0.9989131689071655,0.9990690350532532,0.9991951584815979,0.9994899034500122
2082,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2082.jpg,0.9885382056236267,0.9839741587638855,0.997050404548645,0.9858621954917908,0.9852346777915955,0.9905695915222168
2083,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2083.jpg,0.28810636401176454,0.29403457045555115,0.45740219950675964,0.2708248794078827,0.2654629051685333,0.15280726552009583
2084,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2084.jpg,0.006942090764641762,0.0036596376448869705,0.01087369304150343,0.0017539113759994507,0.009515327401459217,0.008907884359359741
2085,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2085.jpg,0.01031364242080599,0.004423969425261021,0.015484183095395565,0.0008876268984749913,0.012607775628566742,0.018164657056331635
2086,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2086.jpg,0.8988809227943421,0.9887891411781311,0.913470983505249,0.9599047899246216,0.8220224976539612,0.8102172017097473
2087,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2087.jpg,0.9985102891921998,0.9999092817306519,0.9970695972442627,0.9977060556411743,0.9991590976715088,0.9987074136734009
2088,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2088.jpg,0.6684796333312988,0.7274683713912964,0.7869223356246948,0.35827261209487915,0.799204409122467,0.6705304384231567
2089,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2089.jpg,0.3374158710241318,0.4788409173488617,0.6872327923774719,0.11958101391792297,0.08241574466228485,0.31900888681411743
2090,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2090.jpg,0.9759235143661499,0.9859442710876465,0.9736347198486328,0.9736030697822571,0.9743183255195618,0.9721171855926514
2091,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2091.jpg,0.9976124286651611,0.9985015392303467,0.9966212511062622,0.996056318283081,0.9974256157875061,0.9994574189186096
2092,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2092.jpg,0.17480522766709328,0.25788238644599915,0.08098075538873672,0.05909986421465874,0.055529236793518066,0.4205338954925537
2093,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2093.jpg,0.9866780877113343,0.9956965446472168,0.9731025099754333,0.9966123700141907,0.9752382040023804,0.99274080991745
2094,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2094.jpg,0.0017394985334249213,9.961701289284974e-05,0.001254090922884643,0.00019726023310795426,0.003848475171253085,0.0032980493269860744
2095,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2095.jpg,0.07194788197521121,0.16723141074180603,0.07102363556623459,0.0016487074317410588,0.04070761427283287,0.07912804186344147
2096,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2096.jpg,0.00023581512577948162,3.130850018351339e-05,0.00035311339888721704,3.9050391933415085e-05,0.0002578413987066597,0.0004977619391866028
2097,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2097.jpg,0.9861365914344787,0.9972168207168579,0.9545292258262634,0.9979581832885742,0.9910691976547241,0.9899095296859741
2098,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2098.jpg,0.7398634910583496,0.7144700884819031,0.6523177623748779,0.8778613805770874,0.7908015251159668,0.6638666987419128
2099,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2099.jpg,0.9867809176445007,0.98468416929245,0.9879642724990845,0.99314945936203,0.9770236611366272,0.991083025932312
2100,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2100.jpg,0.9739408493041992,0.971646249294281,0.9559723734855652,0.9875578880310059,0.971413254737854,0.98311448097229
2101,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2101.jpg,0.36282297819852827,0.7701035141944885,0.2534526586532593,0.3153323829174042,0.1150001809000969,0.3602261543273926
2102,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2102.jpg,0.9265917658805847,0.9763355851173401,0.9352909922599792,0.8992025852203369,0.8863015174865723,0.9358281493186951
2103,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2103.jpg,0.09601557739078999,0.0063034240156412125,0.015544114634394646,0.01722032018005848,0.14683696627616882,0.29417306184768677
2104,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2104.jpg,0.041259846091270445,0.050190649926662445,0.057196155190467834,0.01968276873230934,0.03682005777955055,0.04240959882736206
2105,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2105.jpg,0.013286523520946503,0.0015935670817270875,0.016003860160708427,0.0014084283029660583,0.021510479971766472,0.02591628208756447
2106,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2106.jpg,0.25234838128089904,0.19563455879688263,0.05422009527683258,0.0904698371887207,0.38574665784835815,0.5356707572937012
2107,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2107.jpg,0.9647969841957093,0.984017550945282,0.9730421304702759,0.9759377837181091,0.9402269721031189,0.9507604837417603
2108,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2108.jpg,0.7949359893798829,0.8318775296211243,0.4579072594642639,0.96079421043396,0.8991096615791321,0.8249912858009338
2109,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2109.jpg,0.9773948550224304,0.9978532195091248,0.9356322884559631,0.9984415173530579,0.9820337891578674,0.9730134606361389
2110,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2110.jpg,0.9733783364295959,0.9823040962219238,0.9654586911201477,0.9806099534034729,0.9610206484794617,0.9774982929229736
2111,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2111.jpg,0.004645134974271059,0.0012978987069800496,0.0008784901001490653,0.0007530104485340416,0.006080132909119129,0.01421614270657301
2112,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results/2112.jpg,0.0093487617559731,0.005145236384123564,0.006611241959035397,0.008649123832583427,0.01788664422929287,0.008451562374830246
